Theta,Gamma,Theta_dot,Gamma_dot
0.068999998,0.958999991,0.0016,0.00184
0.108999997,1.004999995,0.0014,0.00164
0.143999994,1.046000004,0.00092,0.00152
0.166999996,1.083999991,0.00044,8.00E-05
0.178000003,1.085999966,0.00028,-0.001079998
0.185000002,1.059000015,-0.00016,-0.00276
0.180999994,0.99000001,-0.00372,-0.002920001
0.088,0.916999996,-0.00144,0.000680001
0.052000001,0.934000015,-0.00176,0.000279999
0.008,0.940999985,-0.00068,0.00072
-0.009,0.958999991,0,8.00E-05
-0.009,0.961000025,-0.00048,0.000719998
-0.021,0.978999972,0.00068,-0.001239998
-0.004,0.948000014,0.00116,-0.00052
0.025,0.935000002,0.00164,0.00056
0.066,0.949000001,0.00176,0.001919999
0.109999999,0.996999979,0.0014,0.001719999
0.144999996,1.039999962,0.00096,0.001600003
0.169,1.080000043,0.00056,0.000159998
0.182999998,1.083999991,0.00028,-0.00072
0.189999998,1.065999985,-0.00012,-0.002480001
0.187000006,1.003999949,-0.00116,-0.002599998
0.158000007,0.93900001,-0.00136,-0.00112
0.123999998,0.911000013,-0.00132,0.0002
0.090999998,0.916000009,-0.0014,0.000599999
0.056000002,0.930999994,-0.00184,0.000280001
0.01,0.938000023,-0.00076,0.000799999
-0.009,0.958000004,-4.00E-05,0.000120001
-0.01,0.961000025,-0.00044,0.000719998
-0.021,0.978999972,0.00056,-0.00096
-0.007,0.954999983,0.00108,-0.000799999
0.02,0.935000002,0.00172,0.000279999
0.063000001,0.941999972,0.0018,0.001960001
0.108000003,0.990999997,0.00148,0.001800001
0.144999996,1.036000013,0.00104,0.001719999
0.171000004,1.078999996,0.00052,0.000320001
0.184,1.087000012,0.00032,-0.000599999
0.192000002,1.072000027,4.00E-05,-0.002360001
0.193000004,1.013000011,-0.00096,-0.002720001
0.169,0.944999993,-0.00156,-0.001359999
0.129999995,0.911000013,-0.00144,0.000119998
0.093999997,0.913999975,-0.0014,0.000680001
0.059,0.930999994,-0.00184,0.000280001
0.013,0.938000023,-0.0008,0.000719998
-0.007,0.95599997,-0.00012,0.000200002
-0.01,0.961000025,-0.00044,0.000639999
-0.021,0.976999998,0.0004,-0.00056
-0.011,0.963,0.00108,-0.001040001
0.016000001,0.936999977,0.0018,8.00E-05
0.061000001,0.93900001,0.00188,0.001959999
0.108000003,0.987999976,0.00152,0.001800001
0.145999998,1.032999992,0.00108,0.001719999
0.172999993,1.075999975,0.0006,0.0004
0.187999994,1.085999966,0.00028,-0.000439997
0.194999993,1.075000048,4.00E-05,-0.002280002
0.195999995,1.018000007,-0.00096,-0.002880001
0.172000006,0.94599998,-0.00152,-0.001399999
0.134000003,0.911000013,-0.0014,0.00016
0.098999999,0.915000021,-0.00144,0.000519998
0.063000001,0.927999973,-0.0018,0.000240002
0.017999999,0.934000015,-0.00092,0.000839999
-0.005,0.954999983,-0.00016,0.0002
-0.009,0.959999979,-0.00028,0.000480001
-0.016000001,0.972000003,0.00028,-0.00036
-0.009,0.963,0.001,-0.000999999
0.016000001,0.938000023,0.00156,-4.00E-05
0.055,0.936999977,0.00184,0.001800001
0.101000004,0.981999993,0.00156,0.001799998
0.140000001,1.02699995,0.0012,0.00184
0.170000002,1.072999954,0.0006,0.00052
0.185000002,1.085999966,0.00036,-0.000320001
0.194000006,1.077999949,4.00E-05,-0.002159996
0.194999993,1.024000049,-0.00084,-0.002960002
0.173999995,0.949999988,-0.0014,-0.001599998
0.138999999,0.910000026,-0.00128,0.000239999
0.107000001,0.916000009,-0.0014,0.00052
0.071999997,0.92900002,-0.00156,0.000599999
0.033,0.944000006,-0.00136,0.00036
-0.001,0.953000009,-0.00024,0.000239999
-0.007,0.958999991,-0.00024,0.00036
-0.013,0.967999995,0.00016,-0.000239999
-0.009,0.962000012,0.00092,-0.00096
0.014,0.938000023,0.00148,0
0.050999999,0.938000023,0.00176,0.001639998
0.094999999,0.978999972,0.00152,0.001719999
0.133000001,1.021999955,0.00128,0.001880002
0.165000007,1.069000006,0.00072,0.00072
0.182999998,1.087000012,0.00032,-0.000320001
0.191,1.078999996,0.00016,-0.001960001
0.194999993,1.029999971,-0.00068,-0.00296
0.178000003,0.95599997,-0.00136,-0.001799998
0.143999994,0.911000013,-0.00116,0.00016
0.115000002,0.915000021,-0.00136,0.000319998
0.081,0.922999978,-0.00152,0.00072
0.043000001,0.940999985,-0.00168,0.000320001
0.001,0.949000001,-0.00024,0.00036
-0.005,0.958000004,-0.0002,0.000279999
-0.01,0.964999974,4.00E-05,4.00E-05
-0.009,0.966000021,0.0008,-0.00108
0.011,0.93900001,0.00136,-4.00E-05
0.045000002,0.938000023,0.00168,0.001559999
0.086999997,0.976999998,0.0016,0.001719999
0.127000004,1.019999981,0.00136,0.001880002
0.160999998,1.067000031,0.00072,0.000840001
0.179000005,1.088000059,0.00036,-0.000320001
0.187999994,1.080000043,0.00024,-0.001800003
0.194000006,1.034999967,-0.00048,-0.002879999
0.181999996,0.963,-0.00128,-0.001759999
0.150000006,0.91900003,-0.0012,-0.000200002
0.119999997,0.913999975,-0.00132,0.00016
0.086999997,0.917999983,-0.00148,0.000840001
0.050000001,0.93900001,-0.00184,0.000320001
0.004,0.947000027,-0.00028,0.0004
-0.003,0.957000017,-0.00024,0.000279999
-0.009,0.963999987,-4.00E-05,4.00E-05
-0.01,0.964999974,0.00084,-0.000999999
0.011,0.939999998,0.00128,-4.00E-05
0.043000001,0.93900001,0.00164,0.001440001
0.083999999,0.975000024,0.00164,0.001679997
0.125,1.01699996,0.0014,0.001800003
0.159999996,1.062000036,0.0008,0.001040001
0.180000007,1.088000059,0.000319999,-0.000280004
0.187999994,1.08099997,0.00028,-0.00152
0.194999993,1.042999983,-0.00036,-0.0028
0.186000004,0.97299999,-0.00124,-0.001919999
0.155000001,0.925000012,-0.00132,-0.000440001
0.122000001,0.913999975,-0.00128,0.000120001
0.090000004,0.916999996,-0.00148,0.000880001
0.052999999,0.93900001,-0.00184,0.0004
0.007,0.949000001,-0.00036,0.000279999
-0.002,0.95599997,-0.00028,0.000280001
-0.009,0.963,-0.00012,0.000320001
-0.012,0.971000016,0.00088,-0.00112
0.01,0.943000019,0.00124,-0.0002
0.041000001,0.938000023,0.00164,0.00132
0.082000002,0.971000016,0.00164,0.00168
0.123000003,1.013000011,0.00144,0.001799998
0.158999994,1.057999969,0.000840001,0.001200004
0.180000007,1.088000059,0.00036,-0.000240002
0.188999996,1.082000017,0.00032,-0.001280003
0.196999997,1.049999952,-0.00028,-0.002719998
0.189999998,0.981999993,-0.0012,-0.002160001
0.159999996,0.927999973,-0.0014,-0.00056
0.125,0.913999975,-0.00124,0.000120001
0.093999997,0.916999996,-0.00144,0.000880001
0.057999998,0.93900001,-0.0016,0.00092
0.017999999,0.962000012,-0.00092,0
-0.005,0.962000012,-8.00E-05,8.00E-05
-0.007,0.963999987,-0.00024,0.000480001
-0.013,0.976000011,0.00088,-0.001240001
0.009,0.944999993,0.00112,-0.000279999
0.037,0.938000023,0.00168,0.001199999
0.079000004,0.967999995,0.00172,0.00168
0.122000001,1.00999999,0.00148,0.001760001
0.158999994,1.05400002,0.00088,0.001360002
0.180999994,1.088000059,0.00036,-0.000240002
0.189999998,1.082000017,0.00032,-0.000960002
0.197999999,1.057999969,-0.00012,-0.002479999
0.194999993,0.995999992,-0.00116,-0.002319999
0.165999994,0.938000023,-0.00148,-0.000880001
0.128999993,0.916000009,-0.0012,0.000239999
0.098999999,0.921999991,-0.00144,0.00056
0.063000001,0.93599999,-0.00164,0.00096
0.022,0.959999979,-0.00108,4.00E-05
-0.005,0.961000025,-8.00E-05,8.00E-05
-0.007,0.963,-0.00036,0.000639999
-0.016000001,0.978999972,0.00076,-0.001239998
0.003,0.948000014,0.0012,-0.000440001
0.033,0.936999977,0.00168,0.001040001
0.075000003,0.963,0.00176,0.001800001
0.119000003,1.008000016,0.00148,0.001599998
0.156000003,1.047999978,0.001,0.001560001
0.180999994,1.087000012,0.0004,-0.000120001
0.191,1.083999991,0.00032,-0.000840001
