,Epoch Training Loss,Epoch Training Min Loss,Epoch Training Max Loss,Epoch Validation Loss,Epoch Validation Min Loss,Epoch Validation Max Loss
0,0.02212560921907425,0.013168543,0.05250871,0.013136791996657848,0.013136792,0.013136792
1,0.007467913907021284,0.0012906321,0.01283184,0.0017865276895463467,0.0017865277,0.0017865277
2,0.0010645294096320868,0.0007170276,0.0015963535,0.0009406270692124963,0.00094062707,0.00094062707
3,0.0008031741017475724,0.00056556007,0.0011008277,0.0008615204133093357,0.0008615204,0.0008615204
4,0.0007488791598007083,0.00049790466,0.0010292146,0.0008223135373555124,0.00082231354,0.00082231354
5,0.0007202361593954265,0.00046966824,0.0009910259,0.0007978685898706317,0.0007978686,0.0007978686
6,0.0007021996425464749,0.00045390974,0.00096757885,0.0007815863937139511,0.0007815864,0.0007815864
7,0.0006897123530507088,0.00044364098,0.0009513895,0.0007697428809478879,0.0007697429,0.0007697429
8,0.0006804297445341945,0.00043597427,0.00093911024,0.0007608364103361964,0.0007608364,0.0007608364
9,0.0006732196779921651,0.00043046958,0.0009298971,0.0007536287303082645,0.00075362873,0.00075362873
10,0.0006676216144114733,0.00042633622,0.00092279166,0.0007477161707356572,0.00074771617,0.00074771617
11,0.0006630072603002191,0.00042269207,0.0009161728,0.0007429826655425131,0.00074298267,0.00074298267
12,0.0006589120603166521,0.0004195527,0.0009103938,0.0007387450314126909,0.00073874503,0.00073874503
13,0.0006551824626512825,0.000417259,0.00090616813,0.0007349846418946981,0.00073498464,0.00073498464
14,0.0006520925089716911,0.0004151641,0.00090257596,0.0007315861294046044,0.00073158613,0.00073158613
15,0.00064951361855492,0.00041325885,0.0008992618,0.0007286651525646448,0.00072866515,0.00072866515
16,0.0006472838576883078,0.00041156614,0.00089615653,0.0007260493002831936,0.0007260493,0.0007260493
17,0.0006452358793467283,0.00041008365,0.0008934537,0.0007234449149109423,0.0007234449,0.0007234449
18,0.0006432318477891386,0.00040889494,0.0008913558,0.0007211320335045457,0.00072113203,0.00072113203
19,0.0006411579088307917,0.00040799088,0.00088932685,0.0007193397032096982,0.0007193397,0.0007193397
20,0.0006391017232090235,0.00040713817,0.00088711217,0.0007171353208832443,0.0007171353,0.0007171353
21,0.0006372845964506269,0.00040596112,0.00088535255,0.0007152450853027403,0.0007152451,0.0007152451
22,0.0006357424426823854,0.0004049529,0.0008838362,0.000713408924639225,0.0007134089,0.0007134089
23,0.0006343074492178857,0.00040399097,0.000882412,0.0007115094340406358,0.00071150943,0.00071150943
24,0.0006329885218292475,0.0004030384,0.00088102516,0.0007096514455042779,0.00070965145,0.00070965145
25,0.0006317612715065479,0.0004022037,0.0008796687,0.0007078229100443423,0.0007078229,0.0007078229
26,0.0006306161521933973,0.00040147043,0.00087830215,0.000705892569385469,0.00070589257,0.00070589257
27,0.0006294349441304803,0.0004010147,0.00087699515,0.0007040846976451576,0.0007040847,0.0007040847
28,0.0006282661342993379,0.00040025424,0.0008759928,0.0007028413820080459,0.0007028414,0.0007028414
29,0.0006269504083320498,0.0004000896,0.00087453355,0.0007007913663983345,0.00070079137,0.00070079137
30,0.0006254902691580355,0.00039955045,0.00087349245,0.0006991892005316913,0.0006991892,0.0006991892
31,0.000624501146376133,0.0003996023,0.00087295985,0.0006976211443543434,0.00069762114,0.00069762114
32,0.000625284796115011,0.00039904632,0.0008760443,0.0006985087529756129,0.00069850875,0.00069850875
33,0.0006230542785488069,0.0004019445,0.00087267265,0.0006931977113708854,0.0006931977,0.0006931977
34,0.0006221560179255903,0.00039878674,0.00087068614,0.0006924856570549309,0.00069248566,0.00069248566
35,0.0006222397787496448,0.00039890362,0.00087709446,0.0006892657256685197,0.0006892657,0.0006892657
36,0.0006179577903822064,0.0003990482,0.0008673903,0.0006873492384329438,0.00068734924,0.00068734924
37,0.0006202095537446439,0.0003982247,0.00087440986,0.0006856695399619639,0.00068566954,0.00068566954
38,0.000615176628343761,0.0004041923,0.00086511305,0.0006811964558437467,0.00068119646,0.00068119646
39,0.0006165491649881005,0.0003985256,0.00086881267,0.0006849805940873921,0.0006849806,0.0006849806
40,0.0006127945380285382,0.0004043841,0.00086374086,0.0006766943261027336,0.0006766943,0.0006766943
41,0.000611610768828541,0.00039976247,0.0008679454,0.0006742086843587458,0.0006742087,0.0006742087
42,0.0006095903227105737,0.00040096833,0.0008617689,0.0006734150229021907,0.000673415,0.000673415
43,0.0006077939760871232,0.00040341748,0.0008599385,0.0006722681573592126,0.00067226816,0.00067226816
44,0.0006070207455195487,0.0004046275,0.00085969747,0.0006724110571667552,0.00067241106,0.00067241106
45,0.0006053678807802498,0.00040704905,0.0008576751,0.0006744859274476767,0.0006744859,0.0006744859
46,0.000605280336458236,0.00040892093,0.00085696985,0.0006770776817575097,0.0006770777,0.0006770777
47,0.0006036011036485434,0.00041165578,0.0008482306,0.0006763281999155879,0.0006763282,0.0006763282
48,0.0006030939985066652,0.0004119594,0.0008473751,0.000677112489938736,0.0006771125,0.0006771125
49,0.000602945510763675,0.00041241443,0.00084635447,0.0006769316969439387,0.0006769317,0.0006769317
50,0.0006024967296980321,0.00041249002,0.0008449158,0.0006766043370589614,0.00067660434,0.00067660434
51,0.0006021467852406204,0.0004123594,0.0008438825,0.0006762498524039984,0.00067624985,0.00067624985
52,0.0006018395069986582,0.00041217756,0.00084297004,0.0006759121315553784,0.00067591213,0.00067591213
53,0.0006016334518790245,0.00041202136,0.0008423263,0.000675765099003911,0.0006757651,0.0006757651
54,0.0006016090046614408,0.00041203335,0.0008419053,0.0006758759845979512,0.000675876,0.000675876
55,0.0006017467239871621,0.0004120992,0.00084044214,0.0006753703346475959,0.00067537033,0.00067537033
56,0.0006008119089528918,0.00041181783,0.0008386796,0.0006774913636036217,0.00067749136,0.00067749136
57,0.0005995230749249458,0.00041417303,0.0008385766,0.0006768512539565563,0.00067685125,0.00067685125
58,0.0005992683582007885,0.00041311185,0.0008387408,0.0006764679565094411,0.00067646796,0.00067646796
59,0.0005991884972900152,0.0004126297,0.0008388367,0.0006765067810192704,0.0006765068,0.0006765068
60,0.0005989359342493117,0.00041251743,0.00083888974,0.0006765156867913902,0.0006765157,0.0006765157
61,0.0005986575270071626,0.0004123916,0.0008389395,0.0006765034631825984,0.00067650346,0.00067650346
62,0.0005983960581943393,0.0004122622,0.00083898177,0.0006764964782632887,0.0006764965,0.0006764965
63,0.0005981465801596642,0.00041214857,0.0008390173,0.0006764991558156908,0.00067649916,0.00067649916
64,0.0005979081033729017,0.00041205043,0.0008390468,0.00067651312565431,0.0006765131,0.0006765131
65,0.0005976817337796092,0.00041196775,0.0008390711,0.0006765401922166348,0.0006765402,0.0006765402
66,0.0005974700325168669,0.0004119002,0.00083909126,0.0006765901925973594,0.0006765902,0.0006765902
67,0.0005972743965685368,0.00041185104,0.0008391084,0.0006766715086996555,0.0006766715,0.0006766715
68,0.0005970998317934573,0.00041182098,0.0008391262,0.0006767985760234296,0.0006767986,0.0006767986
69,0.0005969550111331046,0.0004117973,0.00083915435,0.0006769921747036278,0.0006769922,0.0006769922
