Theta,Gamma,Theta_dot,Gamma_dot
0.075999998,1.092000008,4.00E-05,0.000840001
0.077,1.113000035,-2.40E-04,-6.40E-04
0.071000002,1.097000003,-2.80E-04,-0.002319999
0.064000003,1.039000034,-0.00032,-0.002360001
0.056000002,0.980000019,-1.20E-04,-9.60E-04
0.052999999,0.95599997,4.00E-05,-0.0004
0.054000001,0.94599998,-0.0002,-0.000479999
0.048999999,0.934000015,-0.00068,0.000119998
0.032000002,0.936999977,-0.00084,0.00076
0.011,0.95599997,-1.20E-04,0.000120001
0.008,0.958999991,0.00028,-0.000599999
0.015,0.944000006,0.00068,8.00E-05
0.032000002,0.94599998,0.00044,-0.001159999
0.043000001,0.916999996,1.60E-04,8.00E-05
0.046999998,0.91900003,0.00052,1.64E-03
0.059999999,0.959999979,0.0004,0.0028
0.07,1.029999971,0.00024,0.002320004
0.075999998,1.088000059,4.00E-05,0.000999999
0.077,1.113000035,-0.00024,-0.000440001
0.071000002,1.101999998,-2.00E-04,-0.002319999
0.066,1.04400003,-0.00044,-0.0024
0.055,0.984000027,-0.00012,-0.001120002
0.052000001,0.95599997,0.00E+00,-0.000439999
0.052000001,0.944999993,-1.60E-04,-0.000639999
0.048,0.92900002,-0.00056,0.0002
0.034000002,0.934000015,-0.00084,0.00072
0.013,0.952000022,-0.00036,0.0004
0.004,0.962000012,0.00032,-0.00052
0.012,0.949000001,0.00072,-8.00E-05
0.029999999,0.947000027,4.80E-04,-0.001000001
0.041999999,0.921999991,1.20E-04,-0.000119998
0.045000002,0.91900003,0.00056,0.001439998
0.059,0.954999983,3.60E-04,0.002760003
0.068000004,1.024000049,0.00032,0.002319999
0.075999998,1.082000017,4.00E-05,0.00112
0.077,1.110000014,-0.00024,-0.0002
0.071000002,1.105000019,-0.00016,-0.002280002
0.067000002,1.047999978,-0.0006,-0.002479999
0.052000001,0.986000001,-8.00E-05,-1.20E-03
0.050000001,0.95599997,4.00E-05,-0.000479999
0.050999999,0.944000006,-0.0002,-0.000599999
0.046,0.92900002,-0.00048,1.20E-04
0.034000002,0.931999981,-0.00092,0.000840001
0.011,0.953000009,0.00072,-0.000280001
0.028999999,0.94599998,0.00052,-0.00092
0.041999999,0.922999978,8.00E-05,-0.000119998
0.044,0.920000017,0.00048,1.12E-03
0.056000002,0.948000014,0.00032,0.0028
0.064000003,1.018000007,0.00048,0.00244
0.075999998,1.078999996,8.00E-05,1.20E-03
0.078000002,1.108999968,-1.60E-04,-8.00E-05
0.074000001,1.106999993,-1.60E-04,-0.002199998
0.07,1.052000046,-0.00064,-0.002600002
0.054000001,0.986999989,-8.00E-05,-0.00128
0.052000001,0.954999983,8.00E-05,-0.000319998
0.054000001,0.947000027,4.00E-05,-0.00036
0.055,0.938000023,-0.0008,-4.00E-05
0.035,0.936999977,-0.0006,0.000280001
0.02,0.944000006,-6.80E-04,0.000680001
0.003,0.961000025,0.0002,-0.000120001
0.008,0.958000004,0.00064,-0.000480001
0.024,0.94599998,0.00064,-0.000839999
0.039999999,0.925000012,8.00E-05,-0.000239999
0.041999999,0.91900003,0.00036,1.08E-03
0.050999999,0.94599998,3.60E-04,0.00276
0.059999999,1.014999986,0.00056,0.002360001
0.074000001,1.074000001,1.60E-04,0.00132
0.078000002,1.106999993,-1.60E-04,4.00E-05
0.074000001,1.10800004,-1.60E-04,-0.002080002
0.07,1.055999994,-0.00068,-0.00256
0.052999999,0.991999984,-4.00E-05,-0.001399999
0.052000001,0.957000017,8.00E-05,-0.000440001
0.054000001,0.94599998,4.00E-05,-0.0002
0.055,0.940999985,-0.00072,-0.000119998
0.037,0.938000023,-0.0006,0.0002
0.022,0.943000019,-0.0008,0.00072
0.002,0.961000025,0.00012,8.00E-05
0.005,0.963,0.00064,-0.00076
0.021,0.944000006,0.00072,-0.000599999
0.039000001,0.92900002,4.00E-05,-4.00E-04
0.039999999,0.91900003,3.60E-04,1.08E-03
0.048999999,0.94599998,0.00032,0.002600002
0.057,1.011000037,0.00056,0.002319999
0.071000002,1.069000006,2.40E-04,1.36E-03
0.077,1.103000045,-1.20E-04,2.40E-04
0.074000001,1.108999968,-1.20E-04,-0.001999998
0.071000002,1.059000015,-0.00072,-0.002520001
0.052999999,0.995999992,-8.00E-05,-0.00164
0.050999999,0.954999983,2.00E-04,-0.000279999
0.056000002,0.948000014,4.00E-05,-0.000280001
0.057,0.940999985,-0.0006,-0.000119998
0.041999999,0.938000023,-0.00072,0.000119998
0.024,0.940999985,-8.40E-04,0.000840001
0.003,0.962000012,4.00E-05,4.00E-05
0.004,0.963,0.00064,-0.00072
0.02,0.944999993,0.00072,-0.000439999
0.037999999,0.934000015,8.00E-05,-0.00052
0.039999999,0.921000004,2.40E-04,9.20E-04
0.046,0.944000006,3.60E-04,0.002639999
0.055,1.00999999,0.00056,0.00224
0.068999998,1.065999985,2.00E-04,1.36E-03
0.074000001,1.100000024,-4.00E-05,2.80E-04
0.072999999,1.106999993,-0.00016,-0.001799998
0.068999998,1.062000036,-0.00064,-0.00244
0.052999999,1.001000047,-0.00012,-0.001720002
0.050000001,0.958000004,0.0002,-0.000280001
0.055,0.950999975,8.00E-05,-0.000279999
0.057,0.944000006,-0.00032,8.00E-05
0.048999999,0.94599998,-0.00064,0.00016
0.033,0.949999988,-1.32E-03,0.000480001
0,0.962000012,1.60E-04,4.00E-05
0.004,0.963,0.00056,-0.00072
0.017999999,0.944999993,0.00076,-0.000320001
0.037,0.936999977,0.00012,-0.00076
0.039999999,0.917999983,1.60E-04,8.40E-04
0.044,0.93900001,4.40E-04,0.0024
0.055,0.999000013,4.40E-04,0.002320001
0.066,1.057000041,3.60E-04,1.72E-03
0.075000003,1.100000024,-8.00E-05,4.00E-04
0.072999999,1.110000014,-2.00E-04,-1.56E-03
0.068000004,1.07099998,-0.00056,-0.002480001
0.054000001,1.008999944,-0.0002,-0.001999998
0.048999999,0.958999991,0.0002,-0.0004
0.054000001,0.949000001,8.00E-05,-0.0002
0.056000002,0.944000006,-0.00024,0
0.050000001,0.944000006,-0.00072,8.00E-05
0.032000002,0.94599998,-1.24E-03,0.000640001
0.001,0.962000012,1.20E-04,0
0.004,0.962000012,0.0006,-0.000680001
0.018999999,0.944999993,0.0008,-0.000279999
0.039000001,0.938000023,0.00012,-0.000840001
0.041999999,0.916999996,1.60E-04,0.00056
0.046,0.930999994,4.80E-04,2.40E-03
0.057999998,0.990999997,3.60E-04,0.002440002
0.067000002,1.052000046,0.00044,0.001999998
0.078000002,1.101999998,0.00E+00,4.00E-04
0.078000002,1.111999989,-2.80E-04,-0.001279998
0.071000002,1.080000043,-0.00036,-0.002400002
0.061999999,1.019999981,-0.0002,-2.28E-03
0.057,0.963,4.00E-05,-0.00052
0.057999998,0.949999988,8.00E-05,-0.00016
0.059999999,0.94599998,-0.00016,-4.00E-05
0.056000002,0.944999993,-0.00048,0.00036
0.044,0.953999996,-7.60E-04,0.000799999
0.025,0.973999977,-0.00016,0.0002
0.021,0.978999972,0.00056,-0.000679998
0.035,0.962000012,0.0008,-0.0002
0.055,0.957000017,0.00036,-0.00072
0.064000003,0.93900001,8.00E-05,0.000279999
0.066,0.94599998,1.20E-04,1.68E-03
0.068999998,0.987999976,2.40E-04,1.92E-03
0.075000003,1.036000013,0.00028,0.001960001
0.082000002,1.085000038,8.00E-05,9.60E-04
0.083999999,1.108999968,-2.00E-04,-8.40E-04
0.079000004,1.088000059,-0.00036,-0.002400002
0.07,1.027999997,-0.00016,-0.002279999
0.066,0.971000016,-8.00E-05,-0.000640001
0.064000003,0.954999983,0.00012,-0.00052
0.067000002,0.941999972,-8.00E-05,-0.000239999
0.064999998,0.93599999,-0.00052,0.000480001
0.052000001,0.948000014,-0.00112,0.001039999
0.024,0.973999977,-1.60E-04,0.000240002
0.02,0.980000019,0.00048,-0.00076
0.032000002,0.961000025,0.00084,-0.000120001
0.052999999,0.958000004,0.0004,-0.000799999
0.063000001,0.938000023,8.00E-05,0.000279999
0.064999998,0.944999993,8.00E-05,0.00152
0.067000002,0.98299998,0.0002,0.001959999
0.071999997,1.031999946,2.00E-04,2.00E-03
0.077,1.082000017,8.00E-05,0.001040001
0.079000004,1.10800004,-2.40E-04,-7.60E-04
0.072999999,1.088999987,-0.00032,-0.00224
0.064999998,1.032999992,-0.0002,-0.002279999
0.059999999,0.976000011,0.00E+00,-7.60E-04
0.059999999,0.957000017,8.00E-05,-0.00052
0.061999999,0.944000006,4.00E-05,-0.000320001
0.063000001,0.93599999,-0.00056,0.000320001
0.048999999,0.944000006,-0.00152,0.00056
0.011,0.958000004,-2.80E-04,0.000120001
0.004,0.961000025,0.00044,-0.00072
0.015,0.943000019,0.0008,-4.00E-05
0.035,0.941999972,0.0004,-0.00112
0.045000002,0.913999975,4.00E-05,0.000280001
0.046,0.921000004,3.60E-04,1.72E-03
0.055,0.963999987,0.00036,0.00276
0.064000003,1.032999992,0.00012,0.002360001
0.067000002,1.092000008,0.00E+00,0.00072
0.067000002,1.110000014,-2.00E-04,-6.00E-04
0.061999999,1.095000029,-2.00E-04,-0.002200003
0.057,1.039999962,-0.0002,-0.002399998
0.052000001,0.980000019,-8.00E-05,-9.20E-04
0.050000001,0.957000017,4.00E-05,-0.000440001
0.050999999,0.94599998,-0.00024,-0.000639999
0.045000002,0.930000007,-0.00052,0.000239999
0.032000002,0.93599999,-8.00E-04,0.00072
0.012,0.953999996,-0.00028,0.000280001
0.005,0.961000025,0.00036,-0.000640001
0.014,0.944999993,0.00076,0
0.033,0.944999993,0.0004,-0.001039999
0.043000001,0.91900003,0.00012,0
0.046,0.91900003,0.00048,1.60E-03
0.057999998,0.958999991,0.00032,0.002800002
0.066,1.029000044,0.00024,0.002399998
0.071999997,1.088999987,8.00E-05,9.60E-04
0.074000001,1.113000035,-0.00016,-4.00E-04
0.07,1.103000045,-8.00E-05,-0.002280002
0.068000004,1.046000004,-0.00052,-0.00256
0.055,0.981999993,-4.00E-05,-1.04E-03
0.054000001,0.95599997,0.00E+00,-0.0004
0.054000001,0.94599998,-8.00E-05,-0.000439999
0.052000001,0.935000002,-0.0008,4.00E-05
0.032000002,0.93599999,-7.60E-04,0.000680001
0.013,0.953000009,-3.60E-04,3.60E-04
0.004,0.962000012,0.00024,-0.00036
0.01,0.953000009,0.00068,-0.000239999
0.027000001,0.947000027,0.00048,-0.000880001
0.039000001,0.925000012,1.60E-04,-0.00016
0.043000001,0.921000004,0.00056,0.001559999
0.057,0.959999979,0.00032,0.002640002
0.064999998,1.026000023,0.00032,0.002199998
0.072999999,1.08099997,0,0.001040001
0.072999999,1.106999993,-2.00E-04,-1.60E-04
0.068000004,1.103000045,-1.60E-04,-0.002160001
0.064000003,1.049000025,-0.00056,-0.002440002
0.050000001,0.987999976,-4.00E-05,-1.20E-03
0.048999999,0.958000004,0.00E+00,-0.000480001
0.048999999,0.94599998,-1.20E-04,-0.000479999
0.046,0.934000015,-0.00052,4.00E-05
0.033,0.935000002,-0.00048,0.0004
0.021,0.944999993,-0.00076,0.00076
0.002,0.963999987,0.00032,-0.0004
0.01,0.953999996,0.00072,-0.000279999
0.028000001,0.947000027,0.00052,-0.000880001
0.041000001,0.925000012,8.00E-05,-0.00016
0.043000001,0.921000004,5.20E-04,1.32E-03
0.056000002,0.953999996,0.00032,0.002719998
0.064000003,1.021999955,0.0004,0.002280002
0.074000001,1.078999996,1.60E-04,0.001199999
0.078000002,1.108999968,-1.60E-04,-8.00E-05
0.074000001,1.106999993,-1.20E-04,-2.16E-03
0.071000002,1.052999973,-0.00064,-0.002639999
0.055,0.986999989,-8.00E-05,-0.00132
0.052999999,0.953999996,8.00E-05,-0.00036
0.055,0.944999993,4.00E-05,-0.000320001
0.056000002,0.936999977,-0.0008,-4.00E-05
0.035999998,0.93599999,-0.00056,0.000239999
0.022,0.941999972,-7.60E-04,0.000760002
0.003,0.961000025,8.00E-05,4.00E-05
0.005,0.962000012,0.00064,-0.000680001
0.021,0.944999993,0.00064,-0.00072
0.037,0.926999986,0.00084,0.003680003
0.057999998,1.019000053,0.00048,0.002199998
0.07,1.074000001,1.20E-04,0.00112
0.072999999,1.101999998,-1.20E-04,8.00E-05
0.07,1.103999972,-1.20E-04,-0.001919999
0.067000002,1.055999994,-6.40E-04,-0.002479999
0.050999999,0.994000018,0.00E+00,-1.52E-03
0.050999999,0.95599997,1.60E-04,-0.000439999
0.055,0.944999993,0.00E+00,-0.00056
0.055,0.930999994,-0.00048,-0.000279999
0.043000001,0.924000025,-0.00052,0.00036
0.029999999,0.933000028,-7.60E-04,0.00076
0.011,0.952000022,4.00E-05,8.00E-05
0.012,0.953999996,0.00064,-0.00052
0.028000001,0.940999985,0.00064,-0.00072
0.044,0.922999978,8.00E-05,-0.0004
0.046,0.912999988,8.00E-05,0.00096
0.048,0.936999977,0.00032,2.72E-03
0.056000002,1.004999995,4.40E-04,0.002319999
0.067000002,1.062999964,0.00032,0.001760001
0.075000003,1.106999993,-4.00E-05,0.000240002
0.074000001,1.113000035,-8.00E-05,-2.00E-03
0.071999997,1.062999964,-6.80E-04,-0.002719998
0.055,0.995000005,-8.00E-05,-0.00152
0.052999999,0.957000017,0.00024,-0.000320001
0.059,0.949000001,0.00012,-0.000280001
0.061999999,0.941999972,-0.00028,8.00E-05
0.055,0.944000006,-0.00044,0.00036
0.044,0.953000009,-9.20E-04,0.00096
0.021,0.976999998,0.00012,4.00E-05
0.024,0.977999985,0.00064,-0.00052
0.039999999,0.964999974,0.00076,-0.000799999
0.059,0.944999993,-4.00E-05,-0.00072
0.057999998,0.926999986,4.00E-05,6.00E-04
0.059,0.941999972,0.0002,2.44E-03
0.064000003,1.003000021,4.40E-04,0.002119999
0.075000003,1.055999994,3.60E-04,0.001799998
0.083999999,1.100999951,0.00E+00,5.60E-04
0.083999999,1.11500001,-2.80E-04,-1.80E-03
0.077,1.070000052,-0.00056,-0.002600002
0.063000001,1.004999995,0,-0.00168
0.063000001,0.963,4.00E-05,-0.00052
0.064000003,0.949999988,0.00012,-0.000320001
0.067000002,0.941999972,-0.0002,0
0.061999999,0.941999972,-0.00044,0.000440001
0.050999999,0.953000009,-8.80E-04,0.000880001
0.028999999,0.975000024,-8.00E-05,0.000239999
0.027000001,0.981000006,6.00E-04,-0.00052
0.041999999,0.967999995,0.00072,-0.000799999
0.059999999,0.948000014,4.00E-05,-0.000640001
0.061000001,0.931999981,8.00E-05,7.60E-04
0.063000001,0.950999975,1.60E-04,1.92E-03
0.067000002,0.999000013,0.00036,0.001920002
0.075999998,1.047000051,0.00032,0.00184
0.083999999,1.093000054,8.00E-05,0.000799999
0.086000003,1.113000035,-2.00E-04,-1.40E-03
0.081,1.077999949,-5.20E-04,-0.002519999
0.068000004,1.014999986,0,-0.001919999
0.068000004,0.967000008,0,-0.000480001
0.068000004,0.954999983,8.00E-05,-5.60E-04
0.07,0.940999985,-0.00016,0
0.066,0.940999985,-0.00052,0.0004
0.052999999,0.950999975,-0.00096,0.001040001
0.028999999,0.976999998,-1.60E-04,0.000239999
0.025,0.98299998,0.00056,-0.000599999
0.039000001,0.967999995,0.00072,-0.000680001
0.057,0.950999975,0.0002,-0.000639999
0.061999999,0.935000002,4.00E-05,0.000639999
0.063000001,0.950999975,1.20E-04,0.00168
0.066,0.992999971,0.00032,0.002
0.074000001,1.042999983,2.40E-04,0.00184
0.079999998,1.088999987,4.00E-05,0.00092
0.081,1.111999989,-2.80E-04,-1.20E-03
0.074000001,1.082000017,-4.00E-04,-0.002319999
0.064000003,1.024000049,-0.00012,-0.002120001
0.061000001,0.971000016,0,-6.40E-04
0.061000001,0.954999983,8.00E-05,-4.00E-04
0.063000001,0.944999993,-4.00E-05,-0.000120001
0.061999999,0.941999972,-0.00048,0.000440001
0.050000001,0.953000009,-0.00084,0.000880001
0.028999999,0.975000024,-0.00016,0.000239999
0.025,0.981000006,5.20E-04,-0.00052
0.037999999,0.967999995,0.00076,-0.000439999
0.057,0.957000017,0.00028,-0.000800002
0.064000003,0.936999977,8.00E-05,3.60E-04
0.066,0.94599998,8.00E-05,1.68E-03
0.068000004,0.987999976,0.00024,1.92E-03
0.074000001,1.036000013,2.00E-04,0.001960001
0.079000004,1.085000038,0.00012,0.001079998
0.082000002,1.111999989,-1.60E-04,-8.80E-04
0.078000002,1.090000033,-0.00032,-2.40E-03
0.07,1.029999971,-0.0002,-0.002279999
0.064999998,0.97299999,-4.00E-05,-0.000639999
0.064000003,0.957000017,0.00012,-0.000600002
0.067000002,0.941999972,-4.00E-05,-0.0002
0.066,0.936999977,-0.00044,0.000400002
0.055,0.947000027,-0.001,0.000999999
0.029999999,0.972000003,-0.00032,0.000320001
0.022,0.980000019,0.00052,-0.00052
0.035,0.967000008,0.00076,-0.000320001
0.054000001,0.958999991,0.00036,-0.000839999
0.063000001,0.938000023,0.00E+00,0.000279999
0.063000001,0.944999993,8.00E-05,1.60E-03
0.064999998,0.985000014,0.00024,1.88E-03
0.071000002,1.031999946,8.00E-05,0.00204
0.072999999,1.082999945,0.00012,1.08E-03
0.075999998,1.110000014,-0.0002,-7.20E-04
0.071000002,1.092000008,-0.00036,-0.002280002
0.061999999,1.034999967,-0.00012,-0.002279999
0.059,0.977999985,0.00E+00,-7.60E-04
0.059,0.958999991,0.00012,-0.00052
0.061999999,0.94599998,4.00E-05,-0.000319998
0.063000001,0.938000023,-0.00048,0.00036
0.050999999,0.947000027,-0.00084,0.000839999
0.029999999,0.967999995,-0.00032,0.000320001
0.022,0.976000011,0.00052,-0.000440001
0.035,0.964999974,0.00076,-0.000239999
0.054000001,0.958999991,0.0004,-0.00092
0.064000003,0.93599999,-4.00E-05,0.000120001
0.063000001,0.93900001,2.40E-04,1.48E-03
0.068999998,0.976000011,0.00028,0.00536
0.075999998,1.110000014,-1.60E-04,-5.20E-04
0.071999997,1.097000003,-0.00032,-2.28E-03
0.064000003,1.039999962,-0.00028,-0.002359998
0.057,0.981000006,0,-8.00E-04
0.057,0.961000025,0.00016,-0.000600002
0.061000001,0.94599998,8.00E-05,-0.0004
0.063000001,0.93599999,-0.0004,0.000320001
0.052999999,0.944000006,-0.00076,0.00072
0.034000002,0.962000012,-4.80E-04,0.000439999
0.022,0.97299999,0.0004,-0.00036
0.032000002,0.963999987,0.00076,-0.000239999
0.050999999,0.958000004,0.00052,-0.00092
0.064000003,0.935000002,-8.00E-05,8.00E-05
0.061999999,0.936999977,1.60E-04,1.24E-03
0.066,0.967999995,2.00E-04,0.002240002
0.071000002,1.024000049,1.20E-04,1.96E-03
0.074000001,1.072999954,8.00E-05,0.00152
0.075999998,1.110999942,-2.00E-04,-0.000319996
0.071000002,1.103000045,-0.00028,-0.002280002
0.064000003,1.046000004,-0.00044,-0.002479999
0.052999999,0.984000027,4.00E-05,-0.00092
0.054000001,0.961000025,0.00012,-0.000480001
0.057,0.949000001,0.00E+00,-0.000120001
0.057,0.94599998,-0.0004,0.000280001
0.046999998,0.953000009,-0.00072,0.00072
0.028999999,0.971000016,-3.20E-04,0.00036
0.021,0.980000019,0.00024,-0.0004
0.027000001,0.970000029,0.00064,-0.000240002
0.043000001,0.963999987,0.00056,-0.00076
0.057,0.944999993,8.00E-05,-1.20E-04
0.059,0.941999972,0.00032,1.40E-03
0.067000002,0.976999998,2.00E-04,0.002080002
0.071999997,1.029000044,8.00E-05,1.84E-03
0.074000001,1.075000048,-4.00E-05,0.000999999
0.072999999,1.100000024,-2.00E-04,-2.00E-04
0.068000004,1.095000029,-0.00028,-0.001719999
0.061000001,1.052000046,-0.00048,-2.36E-03
0.048999999,0.992999971,4.00E-05,-1.08E-03
0.050000001,0.966000021,1.60E-04,-0.00056
0.054000001,0.952000022,8.00E-05,-0.000320001
0.056000002,0.944000006,-0.00032,0.0002
0.048,0.949000001,-0.00032,0.0004
0.039999999,0.958999991,-0.00072,0.00072
0.022,0.976999998,0.00036,-0.000439999
0.030999999,0.966000021,0.00064,-0.0002
0.046999998,0.961000025,0.00064,-0.000760002
0.063000001,0.941999972,0.00E+00,-2.80E-04
0.063000001,0.935000002,4.00E-05,0.00108
0.064000003,0.962000012,1.20E-04,2.00E-03
0.067000002,1.011999965,0.00028,0.002200003
0.074000001,1.067000031,0.00016,0.001599998
0.078000002,1.106999993,-0.00012,-8.00E-05
0.075000003,1.105000019,-1.60E-04,-0.00204
0.071000002,1.05400002,-0.0006,-0.0024
0.056000002,0.994000018,4.00E-05,-0.001200001
0.057,0.963999987,1.60E-04,-0.00056
0.061000001,0.949999988,1.60E-04,-0.000279999
0.064999998,0.943000019,-0.00032,0.00016
0.057,0.947000027,-0.0004,0.000439999
0.046999998,0.958000004,-9.20E-04,0.00092
0.024,0.981000006,0.00028,-2.00E-04
0.030999999,0.976000011,6.40E-04,-0.000480001
0.046999998,0.963999987,6.00E-04,-8.80E-04
0.061999999,0.941999972,4.00E-05,-3.20E-04
0.063000001,0.934000015,0.00E+00,1.00E-03
0.063000001,0.958999991,0.00016,0.001999998
0.067000002,1.008999944,0.00032,0.002080002
0.075000003,1.06099999,0.00016,0.001599998
0.079000004,1.100999951,-1.20E-04,2.40E-04
0.075999998,1.106999993,-0.0002,-0.001960001
0.071000002,1.057999969,-0.00068,-0.002519999
0.054000001,0.995000005,8.00E-05,-0.00112
0.056000002,0.967000008,1.20E-04,-0.000599999
