Theta,Gamma,Theta_dot,Gamma_dot,Current 0,Current 1 ,Foot Force
0.184,1.029999971,-0.00072,-0.003399999,0.349999994,-10.01900005,8.445414149
0.165999994,0.944999993,-0.00156,-0.002,0.416000009,-8.529999733,7.327447347
0.127000004,0.894999981,-0.00172,-0.00076,0.93900001,-6.282000065,5.563229415
0.083999999,0.875999987,-0.00152,0.000880001,0.028000001,-4.027999878,3.305662246
0.046,0.898000002,-0.00152,0.001400001,-0.056000002,-1.59800005,1.231137015
0.008,0.933000028,-0.00096,0.00112,-0.310000002,0.206,-0.266002163
-0.016000001,0.961000025,-0.00044,0.00056,-0.158000007,0.976000011,-0.759507638
-0.027000001,0.975000024,-0.0004,0.000679998,0.862999976,0.908999979,-0.308378542
-0.037,0.991999984,0.00032,-0.00072,1.409000039,0.497000009,0.208229409
-0.028999999,0.973999977,0.00116,-0.001239998,2.234999895,-1.577999949,1.973425337
0,0.943000019,0.00156,-0.000120001,4.214000225,-4.076000214,4.547174515
0.039000001,0.939999998,0.00184,0.001240001,4.380000114,-6.623000145,6.602663476
0.085000001,0.971000016,0.00164,0.001720002,5.315000057,-10.47700024,10.03987549
0.126000002,1.014000058,0.00128,0.001879997,7.217000008,-14.17800045,13.75050022
0.158000007,1.06099999,0.00076,0.001160002,7.735000134,-15.6960001,15.26698943
0.177000001,1.090000033,0.00024,-0.000240002,6.480000019,-15.60400009,14.87727207
0.182999998,1.083999991,8.00E-05,-0.00184,3.50999999,-12.87899971,11.72387426
0.185000002,1.037999988,-0.00064,-0.00352,1.574000001,-10.34300041,9.08524946
0.169,0.949999988,-0.00148,-0.002159998,1.029000044,-8.937000275,7.857696135
0.131999999,0.896000028,-0.00172,-0.000800002,-0.476000011,-6.572000027,5.384205179
0.089000002,0.875999987,-0.00144,0.000640001,0.041999999,-4.105000019,3.387311902
0.052999999,0.89200002,-0.00152,0.00148,0.142000005,-1.789000034,1.461425623
0.015,0.92900002,-0.0012,0.001199999,-0.748000026,-0.028000001,-0.24922548
-0.015,0.958999991,-0.00036,0.00052,-0.196999997,1.059999943,-0.835695284
-0.024,0.972000003,-0.0004,0.000680001,0.141000003,0.995000005,-0.650492103
-0.034000002,0.989000022,0.00016,-0.000600002,1.491999984,0.595000029,0.168540049
-0.029999999,0.973999977,0.00112,-0.001199999,2.296999931,-1.330000043,1.822624125
-0.002,0.944000006,0.00148,-8.00E-05,3.127000093,-3.836999893,3.966443146
0.035,0.941999972,0.00184,0.00108,4.208000183,-6.548999786,6.470645824
0.081,0.968999982,0.00168,0.001719999,5.600999832,-9.890000343,9.66301475
0.123000003,1.011999965,0.00132,0.00184,6.737999916,-13.43900013,12.98656377
0.156000003,1.057999969,0.00084,0.00132,7.353000164,-15.77900028,15.20058403
0.177000001,1.090999961,0.00028,-0.000239997,6.964000225,-15.73200035,15.13817597
0.184,1.085000038,4.00E-05,-0.001600003,3.779999971,-13.49300003,12.32064811
0.185000002,1.044999957,-0.00056,-0.003479998,1.055999994,-10.70899963,9.216771526
0.171000004,0.958000004,-0.00144,-0.0024,1.054999948,-8.88599968,7.810481461
0.135000005,0.898000002,-0.00164,-0.000680001,0.449999988,-6.860000134,5.920939227
0.093999997,0.880999982,-0.00144,0.0004,0.185000002,-4.468999863,3.737952915
0.057999998,0.890999973,-0.00156,0.001440001,-0.037999999,-2.230000019,1.75732739
0.018999999,0.926999986,-0.00124,0.00128,-0.697000027,-0.101000004,-0.174472987
-0.012,0.958999991,-0.00032,0.00036,-0.372000009,0.80400002,-0.719351606
-0.02,0.967999995,-0.00044,0.000680001,-0.025,1,-0.721645043
-0.030999999,0.985000014,0,-0.000320001,0.967000008,0.740999997,-0.142528278
-0.030999999,0.976999998,0.00108,-0.001240001,2.661000013,-1.177000046,1.856503387
-0.004,0.94599998,0.00144,-0.00016,2.996000052,-3.542000055,3.698041493
0.032000002,0.941999972,0.00188,0.000880001,4.210999966,-6.369999886,6.327070314
0.079000004,0.963999987,0.00172,0.001799998,4.684000015,-9.730999947,9.224555069
0.122000001,1.008999944,0.00132,0.001800003,7.625,-13.2329998,13.11679304
0.155000001,1.05400002,0.00096,0.001440001,8.048999786,-15.85400009,15.48682148
0.179000005,1.090000033,0.00028,-0.0002,6.670000076,-15.89000034,15.18487905
0.186000004,1.085000038,8.00E-05,-0.001360002,4.039999962,-13.6619997,12.55443341
0.187999994,1.050999999,-0.00044,-0.003239999,1.457999945,-11.02299976,9.609755674
0.177000001,0.970000029,-0.00144,-0.002680001,1.008999944,-9.145999908,8.013717185
0.141000003,0.902999997,-0.00152,-0.000599999,0.167999998,-7.188000202,6.12238118
0.103,0.888000011,-0.00152,4.00E-05,-0.214000002,-4.907999992,3.985769405
0.064999998,0.888999999,-0.0016,0.001359999,-0.476999998,-2.421999931,1.776474046
0.025,0.922999978,-0.0014,0.00132,-0.735000014,0.006,-0.266523897
-0.01,0.95599997,-0.00032,0.000400002,-0.657999992,0.873000026,-0.877959133
-0.017999999,0.966000021,-0.00044,0.000639999,-0.203999996,0.871999979,-0.700288501
-0.028999999,0.981999993,-0.00012,-4.00E-05,1.003000021,0.644999981,-0.064084323
-0.032000002,0.981000006,0.001,-0.00128,2.217000008,-0.925999999,1.509451226
-0.007,0.949000001,0.00144,-0.000320001,2.983999968,-3.391000032,3.5779125
0.028999999,0.940999985,0.00188,0.000800002,4.022999763,-5.915999889,5.909245692
0.075999998,0.961000025,0.00176,0.001800001,4.390999794,-9.343000412,8.812583259
0.119999997,1.006000042,0.00136,0.00184,7.166999817,-12.93500042,12.72084344
0.153999999,1.052000046,0.001,0.00152,7.947999954,-15.48400021,15.15007352
0.179000005,1.090000033,0.00024,-0.000160003,6.869999886,-16.25300026,15.5471098
0.185000002,1.085999966,0.0002,-0.001079998,4.427000046,-13.97900009,12.93242525
0.189999998,1.059000015,-0.00032,-0.003,1.735000014,-11.23099995,9.868134423
0.181999996,0.984000027,-0.0014,-0.002840002,0.746999979,-9.31099987,8.063545367
0.147,0.912999988,-0.0016,-0.000880001,0.469999999,-7.540999889,6.511006968
0.107000001,0.890999973,-0.00156,-4.00E-05,0.174999997,-4.93599987,4.140303951
0.068000004,0.889999986,-0.0016,0.001240001,-0.282000005,-2.657999992,2.035367988
0.028000001,0.921000004,-0.00144,0.001359999,-0.846000016,-0.563000023,0.128236027
-0.008,0.954999983,-0.0004,0.0004,-0.50999999,1.101999998,-0.989332111
-0.017999999,0.964999974,-0.0004,0.000640001,-0.115999997,1.077999949,-0.814176516
-0.028000001,0.981000006,-0.00024,0.00016,0.751999974,0.653999984,-0.168746727
-0.034000002,0.985000014,0.00092,-0.001200001,2.480000019,-0.606000006,1.389968557
-0.011,0.954999983,0.0014,-0.00052,2.948999882,-3.217000008,3.431165062
0.024,0.941999972,0.00188,0.000440001,3.834000111,-5.679999828,5.649212699
0.071000002,0.953000009,0.00188,0.001920002,5.106999874,-9.008000374,8.790436158
0.118000001,1.001000047,0.00144,0.00184,6.073999882,-12.71000004,12.17528601
0.153999999,1.047000051,0.001,0.00164,7.782000065,-15.54300022,15.14921228
0.179000005,1.088000059,0.00032,-0.000120001,6.951000214,-16.14299965,15.48371831
0.187000006,1.085000038,0.00024,-0.000880003,4.697999954,-14.41300011,13.38906558
0.193000004,1.062999964,-0.00032,-0.002839999,1.917000055,-11.63799953,10.27428757
0.185000002,0.991999984,-0.00124,-0.0028,0.504999995,-9.616999626,8.244037802
0.153999999,0.921999991,-0.00168,-0.001039999,0.232999995,-7.538000107,6.441973838
0.112000003,0.896000028,-0.00156,-4.00E-05,-0.368000001,-5.34100008,4.30884553
0.072999999,0.894999981,-0.0016,0.00092,-0.250999987,-2.983999968,2.311494509
0.033,0.917999983,-0.00156,0.001360002,-0.653999984,-0.888999999,0.450209578
-0.006,0.952000022,-0.00052,0.000479999,0.202999994,0.971000016,-0.629880531
-0.018999999,0.963999987,-0.00036,0.000640001,-0.208000004,0.935000002,-0.746583671
-0.028000001,0.980000019,-0.00032,0.00036,0.824999988,0.691999972,-0.167537342
-0.035999998,0.989000022,0.00084,-0.001160002,2.427999973,-0.289999992,1.152301647
-0.015,0.959999979,0.0014,-0.000799999,2.917999983,-2.849999905,3.14926835
0.02,0.939999998,0.00188,0.000320001,4.073999882,-5.423999786,5.53571839
0.067000002,0.948000014,0.00188,0.001919999,5.163000107,-8.465000153,8.379268817
0.114,0.995999992,0.00156,0.001840003,5.698999882,-12.79599953,12.10642161
0.152999997,1.042000055,0.00104,0.001719999,7.423999786,-15.6260004,15.10054439
0.179000005,1.085000038,0.00032,4.00E-05,7.284999847,-16.26199913,15.69002885
0.187000006,1.085999966,0.00024,-0.000799999,4.875999928,-14.50599957,13.52164524
0.193000004,1.065999985,-0.0002,-0.002519999,2.240999937,-11.8039999,10.50919385
0.187999994,1.003000021,-0.00132,-0.002920001,0.731000006,-9.678999901,8.354921983
0.155000001,0.930000007,-0.00152,-0.00108,-0.003,-7.678999901,6.470994929
0.116999999,0.902999997,-0.00156,-4.00E-05,-0.684000015,-5.399000168,4.259162077
0.078000002,0.90200001,-0.00164,0.000599999,-0.449000001,-3.309000015,2.508845613
0.037,0.916999996,-0.0016,0.00132,-0.944000006,-0.981999993,0.423931594
-0.003,0.949999988,-0.00052,0.00052,-0.463999987,0.98299998,-0.889596249
-0.016000001,0.963,-0.00036,0.00056,-0.275000006,0.862999976,-0.722453728
-0.025,0.976999998,-0.00032,0.00056,0.876999974,0.670000017,-0.135410924
-0.033,0.990999997,0.00068,-0.001040001,1.942999959,-0.184,0.887705101
-0.016000001,0.964999974,0.00128,-0.001079998,2.752000093,-2.486000061,2.823765241
0.016000001,0.938000023,0.00192,0.000279999,3.97300005,-5.118999958,5.263638439
0.064000003,0.944999993,0.00192,0.001919999,5.05700016,-7.880000114,7.881162899
0.112000003,0.992999971,0.00152,0.001920002,5.56099987,-11.88700008,11.33079078
0.150000006,1.041000009,0.001,0.00164,6.68900013,-15.07800007,14.3999467
0.174999997,1.082000017,0.0004,0.0002,7.039000034,-16.1989994,15.53684308
0.185000002,1.087000012,0.00024,-0.000679998,5.491000175,-14.65799999,13.83046028
0.191,1.070000052,-8.00E-05,-0.002440004,2.631999969,-12.15299988,10.90506409
0.188999996,1.008999944,-0.0012,-0.002919998,-0.116999999,-9.81400013,8.202999043
0.158999994,0.93599999,-0.00152,-0.00132,-0.363999993,-7.815000057,6.477746049
0.120999999,0.902999997,-0.00156,-4.00E-05,0.289999992,-5.531000137,4.691703804
0.082000002,0.90200001,-0.00164,0.000439999,-0.79400003,-3.325000048,2.41728904
0.041000001,0.912999988,-0.00164,0.00128,-0.231999993,-1.078999996,0.753473357
0,0.944999993,-0.00064,0.000680001,-0.629000008,0.680999994,-0.731830119
-0.016000001,0.962000012,-0.00028,0.00052,-0.298000008,1.06099999,-0.873231695
-0.023,0.975000024,-0.00028,0.000639999,0.221000001,0.654999971,-0.37898083
-0.029999999,0.990999997,0.00052,-0.00096,1.493999958,0.006,0.578111635
-0.017000001,0.967000008,0.0012,-0.001200001,2.938999891,-2.301000118,2.761630612
0.013,0.936999977,0.00184,0.000120001,3.506999969,-5.098999977,5.073580226
0.059,0.939999998,0.00196,0.002,4.415999889,-7.736999989,7.538938836
0.108000003,0.99000001,0.00152,0.001960001,6.327000141,-11.44299984,11.21953582
0.145999998,1.039000034,0.00104,0.001679997,6.721000195,-14.99699974,14.32353276
0.172000006,1.08099997,0.00048,0.000360003,7.123000145,-16.30200005,15.63059647
0.184,1.090000033,0.00024,-0.000599999,5.901000023,-15.03800011,14.26710559
0.189999998,1.075000048,-4.00E-05,-0.002360001,2.950000048,-12.53100014,11.30701454
0.188999996,1.016000032,-0.00108,-0.003000002,-0.123000003,-9.923999786,8.277728863
0.162,0.940999985,-0.00156,-0.00152,0.02,-8.31799984,7.019595371
0.123000003,0.902999997,-0.0016,-4.00E-05,0.442000002,-5.734000206,4.915638595
0.082999997,0.90200001,-0.0016,0.00036,-0.538999975,-3.631000042,2.751062523
0.043000001,0.911000013,-0.00156,0.001199999,-0.192000002,-1.228999972,0.886267103
0.004,0.940999985,-0.00076,0.00076,-0.319999993,0.611999989,-0.568811473
-0.015,0.959999979,-0.00012,0.000320001,0.008,0.776000023,-0.554059158
-0.017999999,0.967999995,-0.00032,0.000799999,0.711000025,0.637000024,-0.183841535
-0.026000001,0.987999976,0.00036,-0.000839999,1.149000049,0.079999998,0.389214485
-0.017000001,0.967000008,0.00112,-0.001200001,2.464999914,-2.071000099,2.41706702
0.011,0.936999977,0.00172,4.00E-05,4.249000072,-4.768000126,5.092859721
0.054000001,0.938000023,0.00188,0.00184,4.205999851,-7.316999912,7.12607316
0.101000004,0.984000027,0.0016,0.00188,5.493000031,-11.02400017,10.58396163
0.141000003,1.031000018,0.00108,0.00184,7.109000206,-14.47999954,14.01573317
0.167999998,1.077000022,0.00056,0.00052,7.524000168,-16.11300087,15.58454217
0.181999996,1.090000033,0.00024,-0.000440001,6.347000122,-15.12300015,14.46848784
0.187999994,1.078999996,-4.00E-05,-0.002280002,3.051000118,-12.57299995,11.35830231
0.187000006,1.021999955,-0.000840001,-0.003119998,1.011000037,-10.02600002,8.686352318
0.165999994,0.944000006,-0.00152,-0.001600001,0.291000009,-8.31400013,7.109939535
0.128000006,0.903999984,-0.00156,0,-0.542999983,-5.96600008,4.816562646
0.089000002,0.903999984,-0.0016,0.00036,-0.245000005,-3.503999949,2.757852741
0.048999999,0.912999988,-0.00148,0.00092,-0.223000005,-1.613000035,1.179370129
0.012,0.93599999,-0.00096,0.001000001,-0.465000004,0.246999994,-0.353006841
-0.012,0.961000025,-8.00E-05,8.00E-05,-0.495000005,0.703000009,-0.692754061
-0.014,0.963,-0.00036,0.00072,0.082000002,0.340000004,-0.213043134
-0.023,0.981000006,0.00024,-0.00056,1.177999973,0.137999997,0.356198354
-0.017000001,0.967000008,0.00104,-0.001159999,1.868999958,-1.847000003,2.030407857
0.009,0.938000023,0.00164,-4.00E-05,4.118000031,-4.418000221,4.780904497
0.050000001,0.936999977,0.0018,0.001720002,3.812999964,-7.339000225,6.993500741
0.094999999,0.980000019,0.00152,0.001879997,5.171999931,-10.44200039,9.994043459
0.133000001,1.02699995,0.0012,0.00184,7.157999992,-14.31200027,13.85725812
0.163000003,1.072999954,0.00056,0.000680003,7.631000042,-15.98700047,15.48974203
0.177000001,1.090000033,0.00036,-0.000360003,6.447999954,-15.4090004,14.70717417
0.186000004,1.08099997,0,-0.00224,3.196000099,-12.68599987,11.48438666
0.186000004,1.024999976,-0.00072,-0.003079998,0.931999981,-10.21199989,8.806260303
0.167999998,0.948000014,-0.00152,-0.001760001,-0.519999981,-8.484000206,7.00631417
0.129999995,0.903999984,-0.00144,0,0.26699999,-6.181000233,5.25761414
0.093999997,0.903999984,-0.00156,0.000480001,-0.721000016,-3.770999908,2.831843088
0.055,0.916000009,-0.00144,0.000599999,-0.442999989,-1.876000047,1.314861206
0.018999999,0.930999994,-0.00112,0.00112,-0.501999974,-0.089000002,-0.113900723
-0.009,0.958999991,-0.00016,0.00016,-0.041999999,0.876999974,-0.649487556
-0.013,0.963,-0.00032,0.000599999,0.247999996,0.48300001,-0.253342426
-0.021,0.977999985,0.00012,-0.0004,0.76700002,0.052999999,0.256826182
-0.017999999,0.967999995,0.00096,-0.00112,2.338000059,-1.549000025,1.995546941
0.006,0.939999998,0.00148,-8.00E-05,3.296000004,-4.245999813,4.346186348
0.043000001,0.938000023,0.00176,0.00168,3.948999882,-6.916999817,6.690686105
0.086999997,0.980000019,0.00156,0.001799998,5.315000057,-10.27000046,9.870357538
0.126000002,1.024999976,0.0012,0.001719999,6.953000069,-14.15200043,13.62394341
0.156000003,1.067999959,0.00068,0.000840001,7.242000103,-15.74100018,15.12463
0.172999993,1.088999987,0.00032,-0.0002,6.869999886,-15.68200016,15.04429293
0.180999994,1.083999991,0.00012,-0.002080002,3.778000116,-13.02099991,11.91505182
0.184,1.031999946,-0.00068,-0.003119998,1.417999983,-10.49400043,9.167404249
0.166999996,0.953999996,-0.00148,-0.00188,0.293000013,-8.696000099,7.409819805
0.129999995,0.907000005,-0.0014,-0.000120001,0.163000003,-6.427999973,5.424173321
0.094999999,0.903999984,-0.00144,0.000440001,-0.509000003,-4.139999866,3.204238187
0.059,0.915000021,-0.00136,0.000439999,-0.63499999,-1.922000051,1.29197477
0.025,0.925999999,-0.00124,0.001199999,-0.333000004,-0.169,0.009115458
-0.006,0.95599997,-0.00024,0.000240002,-0.416999996,0.839999974,-0.765475836
-0.012,0.962000012,-0.00024,0.000479999,0.052000001,0.388999999,-0.260291115
-0.017999999,0.973999977,8.00E-05,-0.0002,1.069000006,0.064999998,0.361999924
-0.016000001,0.968999982,0.00084,-0.00112,2.773999929,-1.730000019,2.291335549
0.005,0.940999985,0.00136,-8.00E-05,3.385999918,-3.941999912,4.152312661
0.039000001,0.93900001,0.00172,0.001559999,4.017000198,-6.356999874,6.272518166
0.082000002,0.977999985,0.00152,0.001800001,5.267000198,-9.798000336,9.465507309
0.119999997,1.023000002,0.00124,0.001680002,6.698999882,-13.43299961,12.93494912
0.150999993,1.065000057,0.00072,0.00092,8.059000015,-15.8210001,15.43111744
0.169,1.088000059,0.00036,-0.000200005,6.96600008,-15.56299973,14.9555551
0.178000003,1.082999945,0.00016,-0.001879997,4.340000153,-13.28100014,12.29273082
0.181999996,1.036000013,-0.00052,-0.003,2.230000019,-10.84899998,9.697011023
0.169,0.961000025,-0.00144,-0.002,0.985000014,-8.887999535,7.773284163
0.133000001,0.911000013,-0.00136,-0.000240002,0.326999992,-6.585000038,5.60865954
0.098999999,0.904999971,-0.00128,0.00036,-0.448000014,-4.149000168,3.2415937
0.067000002,0.913999975,-0.00148,0.000400002,-0.930999994,-2.265000105,1.476490837
0.029999999,0.924000025,-0.00132,0.001159999,-0.449999988,-0.540000021,0.251614961
-0.003,0.953000009,-0.00032,0.000320001,0.118000001,0.926999986,-0.631520415
-0.011,0.961000025,-0.00012,0.000319998,0.354000002,0.583000004,-0.286704004
-0.014,0.968999982,-4.00E-05,-8.00E-05,0.58099997,-0.033,0.244112466
-0.015,0.967000008,0.00088,-0.00108,2.109999895,-1.799999952,2.089554423
0.007,0.939999998,0.00124,-0.000120001,3.476999998,-3.826999903,4.104381044
0.037999999,0.936999977,0.0016,0.00148,3.914999962,-6.538000107,6.374170875
0.078000002,0.973999977,0.00156,0.001760001,5.06400013,-9.244000435,8.952731747
0.116999999,1.018000007,0.00116,0.001599998,6.624000072,-13.06599998,12.60899848
0.145999998,1.057999969,0.00072,0.00112,7.09100008,-15.44900036,14.7871521
0.164000005,1.085999966,0.00032,-0.0002,7.368999958,-15.89000034,15.32502353
0.172000006,1.08099997,0.0002,-0.001760001,4.664000034,-13.49800015,12.54273891
0.177000001,1.036999941,-0.00036,-0.002799997,1.692999959,-11.0170002,9.639770958
0.167999998,0.967000008,-0.00128,-0.00204,0.787999988,-8.94299984,7.738858184
0.136000007,0.916000009,-0.00136,-0.000320001,0.158000007,-6.867000103,5.79136418
0.101999998,0.907999992,-0.0012,0.000239999,-0.79400003,-4.460000038,3.38731127
0.071999997,0.913999975,-0.00148,0.00036,-0.560000002,-2.438999891,1.749374354
0.035,0.922999978,-0.00136,0.00108,-0.460000008,-0.694999993,0.369780694
0.001,0.949999988,-0.0004,0.000440001,-0.577000022,0.68900001,-0.718297543
-0.009,0.961000025,-0.00012,0.0002,0.226999998,0.52700001,-0.295150395
-0.012,0.966000021,-0.0002,0.0002,0.757000029,0.177000001,0.159081638
-0.017000001,0.971000016,0.00084,-0.001160002,2.072000027,-1.460000038,1.83119166
0.004,0.941999972,0.0012,-0.000119998,2.98300004,-3.638000011,3.777906218
0.034000002,0.93900001,0.0016,0.001359999,3.806999922,-5.636000156,5.635358365
0.074000001,0.97299999,0.0016,0.001720002,4.217999935,-8.704999924,8.225898516
0.114,1.016000032,0.0012,0.001479998,6.535999775,-13.1079998,12.59941174
0.143999994,1.052999973,0.000840001,0.001280003,7.395999908,-15.375,14.82152392
0.165000007,1.085000038,0.00036,-4.00E-05,7.380000114,-15.88500023,15.33074753
0.173999995,1.083999991,0.0002,-0.001599998,5.083000183,-13.99400043,13.093268
0.179000005,1.04400003,-0.00032,-0.002880001,2.094000101,-11.15499973,9.879187842
0.171000004,0.972000003,-0.0012,-0.002160001,0.850000024,-9.227999687,7.999119416
0.141000003,0.917999983,-0.00128,-0.00036,0.495999992,-7.198999882,6.190670815
0.108999997,0.908999979,-0.00124,0.000320001,-0.954999983,-4.837999821,3.667081298
0.078000002,0.916999996,-0.00156,0.00052,-0.813000023,-2.588000059,1.79180316
0.039000001,0.930000007,-0.00144,0.000680001,-0.57099998,-0.746999979,0.37097078
0.003,0.947000027,-0.00048,0.000519998,-0.282999992,0.58099997,-0.531316679
-0.009,0.959999979,-8.00E-05,0.00016,0.097000003,0.526000023,-0.343477988
-0.011,0.963999987,-0.00028,0.000480001,0.806999981,0.170000002,0.1821944
-0.017999999,0.976000011,0.0008,-0.00128,2.068000078,-1.315000057,1.726416218
0.002,0.944000006,0.0012,-0.000239999,2.562999964,-3.467000008,3.493160258
0.032000002,0.938000023,0.00164,0.001199999,3.739000082,-5.551000118,5.54264197
0.072999999,0.967999995,0.00156,0.001759999,4.058000088,-8.270999908,7.836941116
0.112000003,1.011999965,0.00132,0.00152,6.715000153,-12.60200024,12.25416668
0.144999996,1.049999952,0.00088,0.001400003,7.118999958,-15.13000011,14.54177961
0.166999996,1.085000038,0.00044,4.00E-05,7.275000095,-15.8920002,15.31379779
0.178000003,1.085999966,0.0002,-0.001359997,5.263999939,-14.11699963,13.27384714
0.182999998,1.052000046,-0.00024,-0.002880001,2.282999992,-11.58100033,10.30075722
0.177000001,0.980000019,-0.0012,-0.002280002,1.093000054,-9.496999741,8.309360845
0.147,0.922999978,-0.00132,-0.000519998,0.661000013,-7.479000092,6.489392985
0.114,0.910000026,-0.00124,0.000319998,-0.405000001,-4.854000092,3.871857377
0.082999997,0.917999983,-0.00144,0.00076,-0.501999974,-2.894999981,2.150564575
0.046999998,0.936999977,-0.00176,0.000400002,-0.699999988,-0.899999976,0.447005432
0.003,0.947000027,-0.00044,0.000479999,-0.335000008,0.515999973,-0.502744492
-0.008,0.958999991,-8.00E-05,0.00016,0.148000002,0.708999991,-0.457287275
-0.01,0.963,-0.0004,0.000680001,0.588999987,0.177000001,0.094375683
-0.02,0.980000019,0.0008,-0.001360002,1.557999969,-0.731000006,1.116463007
0,0.94599998,0.0012,-0.00036,2.392999887,-3.201999903,3.231795499
0.029999999,0.936999977,0.00156,0.000880001,3.558000088,-5.638000011,5.539923808
0.068999998,0.958999991,0.0016,0.00184,3.888000011,-8.479999542,7.939505805
0.108999997,1.004999995,0.0014,0.00164,5.627999783,-11.94400024,11.36133145
0.143999994,1.046000004,0.00092,0.00152,7.881000042,-14.96000004,14.65489349
0.166999996,1.083999991,0.00044,8.00E-05,7.335999966,-15.96700001,15.39515682
0.178000003,1.085999966,0.00028,-0.001079998,5.453999996,-14.53100014,13.67458561
0.185000002,1.059000015,-0.00016,-0.00276,2.924999952,-12.03800011,10.88176913
0.180999994,0.99000001,-0.00372,-0.002920001,0.994000018,-9.630999565,8.388004878
0.088,0.916999996,-0.00144,0.000680001,-1.263000011,-3.263999939,2.207302461
0.052000001,0.934000015,-0.00176,0.000279999,-0.991999984,-1.25999999,0.629665476
0.008,0.940999985,-0.00068,0.00072,-0.145999998,0.467999995,-0.399848849
-0.009,0.958999991,0,8.00E-05,-0.526000023,0.644999981,-0.663683079
-0.009,0.961000025,-0.00048,0.000719998,0.722000003,0.184,0.138670969
-0.021,0.978999972,0.00068,-0.001239998,1.120000005,-0.412999988,0.722795743
-0.004,0.948000014,0.00116,-0.00052,2.411000013,-2.818000078,2.951588114
0.025,0.935000002,0.00164,0.00056,3.424000025,-5.47300005,5.356278873
0.066,0.949000001,0.00176,0.001919999,4.645999908,-8.027000427,7.85428798
0.109999999,0.996999979,0.0014,0.001719999,5.774000168,-11.9460001,11.43120956
0.144999996,1.039999962,0.00096,0.001600003,7.652999878,-14.86600018,14.51635744
0.169,1.080000043,0.00056,0.000159998,7.446000099,-16.15800095,15.6002297
0.182999998,1.083999991,0.00028,-0.00072,5.834000111,-14.80000019,14.04714897
0.189999998,1.065999985,-0.00012,-0.002480001,2.872999907,-12.49400043,11.26244313
0.187000006,1.003999949,-0.00116,-0.002599998,-0.013,-9.852999687,8.267643997
0.158000007,0.93900001,-0.00136,-0.00112,0.023,-7.936999798,6.685496698
0.123999998,0.911000013,-0.00132,0.0002,-0.333999991,-5.480999947,4.446225386
0.090999998,0.916000009,-0.0014,0.000599999,-0.843999982,-3.424000025,2.484079055
0.056000002,0.930999994,-0.00184,0.000280001,-1.225999951,-1.361999989,0.634821371
0.01,0.938000023,-0.00076,0.000799999,-0.598999977,0.206,-0.371436609
-0.009,0.958000004,-4.00E-05,0.000120001,-0.524999976,0.519999981,-0.573024285
-0.01,0.961000025,-0.00044,0.000719998,0.287,0.159999996,-0.007369975
-0.021,0.978999972,0.00056,-0.00096,1.52699995,-0.419,0.883348148
-0.007,0.954999983,0.00108,-0.000799999,2.823999882,-2.680999994,3.000847447
0.02,0.935000002,0.00172,0.000279999,3.325999975,-5.400000095,5.252901481
0.063000001,0.941999972,0.0018,0.001960001,3.640000105,-7.605000019,7.17926294
0.108000003,0.990999997,0.00148,0.001800001,5.602000237,-11.44299984,10.97453186
0.144999996,1.036000013,0.00104,0.001719999,7.419000149,-14.69900036,14.30980613
0.171000004,1.078999996,0.00052,0.000320001,7.078000069,-16.4260006,15.71239434
0.184,1.087000012,0.00032,-0.000599999,5.697000027,-14.83899975,14.0395604
0.192000002,1.072000027,4.00E-05,-0.002360001,2.944999933,-12.73200035,11.48677983
0.193000004,1.013000011,-0.00096,-0.002720001,-0.323000014,-9.989999771,8.302154003
0.169,0.944999993,-0.00156,-0.001359999,0.367000014,-8.248000145,7.088898216
0.129999995,0.911000013,-0.00144,0.000119998,0.363000005,-5.868000031,5.009491695
0.093999997,0.913999975,-0.0014,0.000680001,-0.785000026,-3.58100009,2.641283036
0.059,0.930999994,-0.00184,0.000280001,-0.783999979,-1.493000031,0.893638134
0.013,0.938000023,-0.0008,0.000719998,-0.592000008,0.075000003,-0.271108653
-0.007,0.95599997,-0.00012,0.000200002,-0.300000012,0.58099997,-0.533467236
-0.01,0.961000025,-0.00044,0.000639999,-0.072999999,0.462000012,-0.360727614
-0.021,0.976999998,0.0004,-0.00056,1.465999961,-0.293000013,0.770184921
-0.011,0.963,0.00108,-0.001040001,2.51699996,-2.448999882,2.712813124
0.016000001,0.936999977,0.0018,8.00E-05,3.821000099,-4.853000164,5.010680004
0.061000001,0.93900001,0.00188,0.001959999,4.051000118,-7.22300005,7.021701783
0.108000003,0.987999976,0.00152,0.001800001,5.379000187,-11.12100029,10.64925749
0.145999998,1.032999992,0.00108,0.001719999,7.117000103,-14.54500008,14.09621295
0.172999993,1.075999975,0.0006,0.0004,7.127999783,-16.3239994,15.65946062
0.187999994,1.085999966,0.00028,-0.000439997,6.038000107,-15.67599964,14.86241568
0.194999993,1.075000048,4.00E-05,-0.002280002,3.207000017,-12.97900009,11.78770589
0.195999995,1.018000007,-0.00096,-0.002880001,0.896000028,-10.30300045,8.939574921
0.172000006,0.94599998,-0.00152,-0.001399999,0.432999998,-8.447999954,7.289848633
0.134000003,0.911000013,-0.0014,0.00016,0.082000002,-6.197999954,5.212492598
0.098999999,0.915000021,-0.00144,0.000519998,-0.462000012,-3.773999929,2.915585864
0.063000001,0.927999973,-0.0018,0.000240002,-1.286999941,-1.699000001,0.88987299
0.017999999,0.934000015,-0.00092,0.000839999,-0.143000007,-0.07,0.000849795
