,Epoch Training Loss,Epoch Training Min Loss,Epoch Training Max Loss,Epoch Validation Loss,Epoch Validation Min Loss,Epoch Validation Max Loss
0,6.898236274719238,2.3345091,11.609547,5.148484230041504,2.7937162,7.1454124
1,5.428239822387695,2.0984504,8.894818,4.705935955047607,2.4311535,6.618953
2,5.091190338134766,2.008075,8.31251,4.492130756378174,2.2453518,6.3658266
3,4.882025718688965,1.9245971,7.9827657,4.339707851409912,2.1306076,6.155145
4,4.725932598114014,1.8362352,7.7318206,4.223111629486084,2.051663,5.9759912
5,4.5983991622924805,1.7483332,7.5333858,4.136612892150879,1.9806018,5.880371
6,4.50733757019043,1.7020551,7.405329,4.068760871887207,1.926603,5.817925
7,4.443587303161621,1.6644568,7.285949,4.025934219360352,1.9026047,5.7240624
8,4.39547872543335,1.6495513,7.1948924,3.9908552169799805,1.8748274,5.7208967
9,4.3565239906311035,1.6412123,7.1143503,3.9656853675842285,1.858424,5.677124
10,4.321437358856201,1.6135337,7.0721307,3.9423046112060547,1.8425236,5.6146703
11,4.2931976318359375,1.5951872,7.032109,3.921290397644043,1.8257147,5.616869
12,4.271827697753906,1.5912074,6.9925356,3.9042701721191406,1.8144298,5.6041517
13,4.25602912902832,1.5826881,6.9674115,3.893786668777466,1.8145757,5.5529084
14,4.24272346496582,1.5871131,6.939582,3.882826328277588,1.8031664,5.5649323
15,4.231976509094238,1.5952219,6.9160495,3.874885082244873,1.7938755,5.598742
16,4.224251747131348,1.5941008,6.9090075,3.873383045196533,1.8095076,5.513067
17,4.215786933898926,1.617686,6.887243,3.8670475482940674,1.8023285,5.514492
18,4.209201335906982,1.6462619,6.8702936,3.864834785461426,1.7894942,5.6011095
19,4.20375394821167,1.6763124,6.867359,3.865497589111328,1.8207783,5.5193005
20,4.197925567626953,1.7019013,6.853006,3.872300148010254,1.8467388,5.4615774
21,4.194689750671387,1.6908977,6.8511214,3.8702492713928223,1.8283366,5.5561533
22,4.190410614013672,1.6870539,6.8244176,3.8664486408233643,1.8287756,5.5899043
23,4.187329292297363,1.6656564,6.822206,3.8719568252563477,1.8604852,5.464953
24,4.183196544647217,1.680425,6.8179955,3.8702993392944336,1.8532487,5.5160503
25,4.182323455810547,1.6728859,6.8163977,3.8711233139038086,1.8413808,5.6443353
26,4.1801228523254395,1.6608051,6.8004603,3.8747453689575195,1.8621432,5.638969
27,4.176601409912109,1.6601491,6.7991495,3.8812947273254395,1.8954394,5.5373616
28,4.174684524536133,1.6624986,6.791585,3.875041961669922,1.8714805,5.6251802
29,4.172983169555664,1.627447,6.747547,3.8758859634399414,1.8793468,5.678027
30,4.1722211837768555,1.6663495,6.759549,3.869400978088379,1.8951402,5.615856
31,4.168750762939453,1.6483781,6.7299705,3.864720582962036,1.886773,5.6062026
32,4.166515827178955,1.6268132,6.679896,3.8574047088623047,1.8946021,5.6245747
33,4.170387268066406,1.6857429,6.71276,3.8524670600891113,1.8934737,5.6034565
34,4.166266441345215,1.6686076,6.6631975,3.8639509677886963,1.9285471,5.611052
35,4.164670944213867,1.6882538,6.654228,3.877009391784668,1.8875123,5.6559677
36,4.166179180145264,1.6054428,6.647341,3.8531298637390137,1.8540642,5.6523376
37,4.160736083984375,1.689618,6.742038,3.8605117797851562,1.9029237,5.5000362
38,4.154304027557373,1.6283048,6.672614,3.833554983139038,1.9219753,5.676723
39,4.135580062866211,1.6530036,6.725013,3.8521957397460938,1.8818314,5.5547605
40,4.1310882568359375,1.6507155,6.6392465,3.867431163787842,1.9257661,5.6028814
41,4.139420032501221,1.6586925,6.5987577,3.855875015258789,1.9244562,5.6365724
42,4.129714012145996,1.645606,6.6498713,3.86468768119812,1.9239159,5.649324
43,4.127145767211914,1.6303347,6.5915856,3.8276453018188477,1.88642,5.637504
44,4.125310897827148,1.641736,6.6436267,3.881946563720703,1.9289947,5.5582476
45,4.14408540725708,1.5889515,6.557538,3.8754992485046387,1.9422975,5.6320877
46,4.165048599243164,1.5897034,6.6869187,3.8467371463775635,1.842907,5.573035
47,4.121260166168213,1.5252612,6.6035023,3.8835935592651367,1.906569,5.6062307
48,4.131773948669434,1.377342,6.5819235,3.867072582244873,1.7902297,5.603091
49,4.1379852294921875,1.4569174,6.7143326,3.839691638946533,1.7973839,5.58181
50,4.103427886962891,1.4974219,6.6130633,3.8445088863372803,1.7660604,5.6272955
