Theta,Gamma,Theta_dot,Gamma_dot
0.02,0.94599998,0.00016,1.48E-03
0.024,0.98299998,0.00032,0.002560003
0.032000002,1.047000051,0.0006,0.002159996
0.046999998,1.100999951,0.0002,0.001280003
0.052000001,1.133000016,-0.00024,0.000840001
0.046,1.154000044,-0.00052,-0.002400002
0.033,1.093999982,-8.00E-05,-0.003239999
0.030999999,1.013000011,-0.00076,-0.00224
0.012,0.957000017,-6.00E-04,-0.00128
-0.003,0.925000012,-8.00E-05,0.00056
-0.005,0.93900001,0.00016,0.000799999
-0.001,0.958999991,0.00016,0.000120001
0.003,0.962000012,0.00E+00,0
0.003,0.962000012,-8.00E-05,0.00016
0.001,0.966000021,-0.00028,0.00072
-0.006,0.984000027,0.00072,-0.001760001
0.012,0.939999998,0.00036,3.20E-04
0.021,0.948000014,8.00E-05,0.000999999
0.023,0.97299999,0.00044,0.002520001
0.034000002,1.036000013,0.0006,0.00256
0.048999999,1.100000024,0.00028,0.001359997
0.056000002,1.133999944,-0.00104,-0.005439997
0.029999999,0.998000026,-6.80E-04,-0.002120001
0.013,0.944999993,-0.00048,-0.00052
0.001,0.931999981,-8.00E-05,0.000440001
-0.001,0.943000019,8.00E-05,0.00076
0.001,0.962000012,0,4.00E-05
0.001,0.963,0,0
0.001,0.963,4.00E-05,8.00E-05
0.002,0.964999974,-5.20E-04,0.00148
-0.011,1.001999974,4.00E-04,-0.002079999
-0.001,0.949999988,0.00048,-0.0002
0.011,0.944999993,4.00E-05,0.001200001
0.012,0.975000024,0.0004,0.002399998
0.022,1.034999967,0.00068,0.002360001
0.039000001,1.093999982,0.0004,0.00164
0.048999999,1.13499999,-8.00E-05,0.001079998
0.046999998,1.161999941,-0.00072,-0.001959996
0.028999999,1.113000035,-0.00028,-0.00368
0.022,1.021000028,-4.40E-04,-0.0022
0.011,0.966000021,-0.00064,-0.00164
-0.005,0.925000012,-8.00E-05,0.0004
-0.007,0.935000002,-0.00012,0.000639999
-0.01,0.950999975,5.20E-04,0.000480001
0.003,0.963,-4.00E-05,0
0.002,0.963,0,8.00E-05
0.002,0.964999974,-4.00E-05,4.00E-05
0.001,0.966000021,0.00076,-0.00056
0.02,0.952000022,0.0004,-0.000600002
0.029999999,0.936999977,0.00016,0.00148
0.034000002,0.973999977,0.00024,0.002319999
0.039999999,1.031999946,6.00E-04,2.32E-03
0.055,1.090000033,4.00E-05,0.001599998
0.056000002,1.129999995,-0.00012,0.000879998
0.052999999,1.15199995,-0.00056,-0.001359997
0.039000001,1.118000031,-3.20E-04,-3.56E-03
0.030999999,1.029000044,-0.0004,-2.56E-03
0.021,0.964999974,-0.00072,-0.001639998
0.003,0.924000025,-0.00012,0.000519998
0,0.936999977,2.80E-04,0.000880001
0.007,0.958999991,-0.00024,0.000120001
0.001,0.962000012,0,0
0.001,0.962000012,8.00E-05,8.00E-05
0.003,0.963999987,-0.00032,0.001040001
-0.005,0.99000001,0.00064,-0.00112
0.011,0.962000012,0.00044,-0.00096
0.022,0.938000023,8.00E-05,0.00112
0.024,0.966000021,0.00028,0.0022
0.030999999,1.021000028,5.60E-04,2.80E-03
0.045000002,1.090999961,2.00E-04,1.32E-03
0.050000001,1.123999953,-0.00016,0.001360002
0.046,1.157999992,-0.00068,-0.001160002
0.028999999,1.128999949,-0.00056,-0.003759999
0.015,1.034999967,-4.00E-04,-0.002919998
0.005,0.962000012,-0.00048,-0.00128
-0.007,0.930000007,-0.00016,0.000120001
-0.011,0.933000028,4.00E-05,0.000719998
-0.01,0.950999975,0.00056,0.000600002
0.004,0.966000021,-8.00E-05,-8.00E-05
0.002,0.963999987,4.00E-05,4.00E-05
0.003,0.964999974,-0.00036,0.000960002
-0.006,0.989000022,0.00068,-0.000880001
0.011,0.967000008,0.00052,-0.00128
0.024,0.935000002,0,0.001199999
0.024,0.964999974,0.00028,0.002240002
0.030999999,1.021000028,4.80E-04,0.002319999
0.043000001,1.078999996,2.40E-04,1.60E-03
0.048999999,1.118999958,-4.00E-05,0.001400003
0.048,1.154000044,-0.00056,-0.000840001
0.034000002,1.133000016,-0.00056,-0.003559999
0.02,1.04400003,-0.00036,-0.003000002
0.011,0.968999982,-6.00E-04,-0.00148
-0.004,0.931999981,-0.00016,0.000120001
-0.008,0.935000002,-4.00E-05,0.00056
-0.009,0.949000001,0.0004,0.00056
0.001,0.963,0,0
0.001,0.963,0.00E+00,4.00E-05
0.001,0.963999987,-0.00016,0.000840001
-0.003,0.985000014,0.00052,-0.00056
0.01,0.971000016,0.00052,-0.001440001
0.023,0.935000002,8.00E-05,0.001159999
0.025,0.963999987,0.00024,1.76E-03
0.030999999,1.008000016,5.20E-04,0.002639999
0.044,1.074000001,0.00032,0.00204
0.052000001,1.125,8.00E-05,0.001360002
0.054000001,1.159000039,-4.80E-04,-4.80E-04
0.041999999,1.146999955,-5.20E-04,-0.003519998
0.028999999,1.059000015,-0.00044,-0.003440001
0.017999999,0.97299999,-0.00072,-1.64E-03
0,0.931999981,-1.60E-04,0.000120001
-0.004,0.935000002,-8.00E-05,0.00056
-0.006,0.949000001,0.0002,0.0004
-0.001,0.958999991,0.00012,0.00016
0.002,0.963,0.00E+00,4.00E-05
0.002,0.963999987,-0.00012,0.000599999
-0.001,0.978999972,0.00032,-0.000359998
0.007,0.970000029,0.00056,-0.001440001
0.021,0.934000015,8.00E-05,0.00108
0.023,0.961000025,0.00024,0.001839998
0.028999999,1.006999969,0.0006,0.002600002
0.044,1.072000027,0.00036,0.00164
0.052999999,1.113000035,0,0.001359997
0.052999999,1.146999955,-0.00044,-2.80E-04
0.041999999,1.139999986,-0.00028,-0.002839999
0.035,1.069000006,-0.00016,-0.003040001
0.030999999,0.992999971,-9.60E-04,-1.96E-03
0.007,0.944000006,-0.0004,-0.0004
-0.003,0.934000015,-1.20E-04,0.000439999
-0.006,0.944999993,4.00E-05,0.000480001
-0.005,0.957000017,0.00024,0.000239999
0.001,0.963,0.00E+00,4.00E-05
0.001,0.963999987,-4.00E-05,0.000480001
0,0.976000011,0.00024,-0.000280001
0.006,0.968999982,0.0006,-0.001359999
0.021,0.935000002,1.60E-04,0.00108
0.025,0.962000012,0.00036,1.92E-03
0.034000002,1.00999999,0.0004,0.002400002
0.044,1.070000052,0.00044,0.001679997
0.055,1.111999989,0.00012,0.001160002
0.057999998,1.141000032,-0.00016,-1.20E-04
0.054000001,1.138000011,-0.00016,-0.002519999
0.050000001,1.075000048,-0.00012,-0.003120003
0.046999998,0.996999979,-0.00112,-1.92E-03
0.018999999,0.949000001,-4.80E-04,-0.00072
0.007,0.930999994,-2.80E-04,0.00056
0,0.944999993,0,0.00072
0,0.963,4.00E-05,-4.00E-05
0.001,0.962000012,0,4.00E-05
0.001,0.963,-4.00E-05,0.00036
0,0.972000003,-0.00036,0.001279998
-0.009,1.003999949,0.00048,-0.002239997
0.003,0.948000014,1.20E-04,0.00056
0.006,0.962000012,0.00036,1.72E-03
0.015,1.004999995,0.00052,0.002199998
0.028000001,1.059999943,0.0006,0.001760001
0.043000001,1.103999972,0.0004,0.001600003
0.052999999,1.144000053,-0.00024,0.000119996
0.046999998,1.146999955,-4.00E-04,-0.002999997
0.037,1.072000027,-0.00032,-0.00368
0.028999999,0.980000019,-0.00068,-0.001400001
0.012,0.944999993,-0.00036,-0.00016
0.003,0.940999985,-0.00016,0.000120001
-0.001,0.944000006,4.00E-05,0.000639999
0,0.959999979,8.00E-05,8.00E-05
0.002,0.962000012,4.00E-05,4.00E-05
0.003,0.963,-0.00012,2.80E-04
0,0.970000029,0.00032,-0.000440001
0.008,0.958999991,0.00064,-0.00092
0.024,0.93599999,1.60E-04,0.00052
0.028000001,0.949000001,8.00E-05,1.68E-03
0.029999999,0.990999997,0.00036,0.002479999
0.039000001,1.052999973,0.00056,0.00224
0.052999999,1.108999968,0.00016,0.001280003
0.057,1.141000032,-0.0002,0.000359998
0.052000001,1.149999976,-0.00052,-2.64E-03
0.039000001,1.083999991,-0.00024,-0.00368
0.033,0.991999984,-0.0008,-0.001799998
0.013,0.947000027,-0.00052,-0.000680001
0,0.930000007,-4.00E-05,0.00056
-0.001,0.944000006,4.00E-05,0.00072
0,0.962000012,4.00E-05,0
0.001,0.962000012,0.00E+00,0
0.001,0.962000012,0,0.0002
0.001,0.967000008,-0.00048,0.00132
-0.011,1,0.0006,-0.002479999
0.004,0.938000023,0.00036,4.40E-04
0.013,0.949000001,0,0.001199999
0.013,0.978999972,0.00048,0.00244
0.025,1.039999962,0.00076,0.002400002
0.044,1.100000024,0.00028,0.001440001
0.050999999,1.136000037,-0.00016,0.00092
0.046999998,1.159000039,-0.00068,-0.00244
0.029999999,1.09800005,-0.00024,-0.004000001
0.024,0.998000026,-0.0006,-0.002080002
0.009,0.94599998,-0.00052,-0.000679998
-0.004,0.92900002,-8.00E-05,0.000639999
-0.006,0.944999993,0.00016,0.000599999
-0.002,0.959999979,0.00012,0.00016
0.001,0.963999987,0,0
0.001,0.963999987,0,8.00E-05
0.001,0.966000021,-0.0004,0.00132
-0.009,0.999000013,5.60E-04,-2.32E-03
0.005,0.940999985,0.00036,0.000320001
0.014,0.949000001,-4.00E-05,0.001199999
0.013,0.978999972,0.0014,0.005999999
0.048,1.128999949,-8.00E-05,0.001080003
0.046,1.156000018,-0.0016,-0.00832
0.006,0.948000014,-0.00048,-0.000680001
-0.006,0.930999994,-8.00E-05,0.00052
-0.008,0.944000006,1.20E-04,0.00052
-0.005,0.957000017,0.00024,0.000239999
0.001,0.963,0,0
0.001,0.963,0,8.00E-05
0.001,0.964999974,-0.00036,0.001240001
-0.008,0.995999992,5.60E-04,-0.002119999
0.006,0.943000019,0.0004,0.000119998
0.016000001,0.94599998,-4.00E-05,0.00112
0.015,0.973999977,0.0004,0.00224
0.025,1.029999971,4.80E-04,0.00244
0.037,1.090999961,0.00032,0.00152
0.045000002,1.128999949,-8.00E-05,0.001200004
0.043000001,1.159000039,-0.00072,-0.001680002
0.025,1.116999984,-0.00052,-4.00E-03
0.012,1.01699996,-0.00048,-0.00244
0,0.95599997,-0.00056,-0.00096
-0.014,0.931999981,-0.0002,0.00036
-0.018999999,0.940999985,3.60E-04,0.000480001
-0.01,0.953000009,0.00048,0.00052
0.002,0.966000021,-8.00E-05,-8.00E-05
0,0.963999987,4.00E-05,8.00E-05
0.001,0.966000021,-0.00044,0.001199999
-0.01,0.995999992,5.20E-04,-0.001800001
0.003,0.950999975,0.00056,-0.000239999
0.017000001,0.944999993,-8.00E-05,0.001000001
0.015,0.970000029,0.00036,0.002119999
0.024,1.023000002,4.00E-04,2.52E-03
0.034000002,1.085999966,0.00036,1.68E-03
0.043000001,1.128000021,4.00E-05,0.00132
0.044,1.161000013,-0.00076,-0.001399999
0.025,1.126000047,-0.00056,-0.003920002
0.011,1.027999997,-4.40E-04,-2.76E-03
0,0.958999991,-0.00048,-0.001159999
-0.012,0.930000007,-0.00028,-4.00E-05
-0.018999999,0.92900002,3.20E-04,0.00076
-0.011,0.948000014,0.0006,0.000639999
0.004,0.963999987,-4.00E-05,-4.00E-05
0.003,0.963,0,8.00E-05
0.003,0.964999974,-0.00028,0.000600002
-0.004,0.980000019,7.60E-04,-0.00076
0.015,0.961000025,0.00044,-0.000960002
0.026000001,0.936999977,-4.00E-05,0.001240001
0.025,0.967999995,0.00024,0.002079999
0.030999999,1.019999981,4.80E-04,0.002600002
0.043000001,1.085000038,0.00016,1.44E-03
0.046999998,1.121000052,-0.00012,0.00132
0.044,1.154000044,-0.00064,-0.000960002
0.028000001,1.129999995,-0.0006,-0.003639998
0.013,1.039000034,-4.80E-04,-3.04E-03
0.001,0.963,-0.00052,-0.00132
-0.012,0.930000007,-0.0002,4.00E-05
-0.017000001,0.930999994,0.00024,0.00076
-0.011,0.949999988,0.00052,0.00052
0.002,0.963,0,0
0.002,0.963,0,0
0.002,0.963,-0.0002,0.00076
-0.003,0.981999993,6.40E-04,-0.000680001
0.013,0.964999974,0.00056,-0.001279998
0.027000001,0.933000028,-8.00E-05,0.001239998
0.025,0.963999987,0.00028,0.00204
0.032000002,1.014999986,4.00E-04,0.002480001
0.041999999,1.077000022,0.00024,0.001560001
0.048,1.116000056,-0.00016,0.001439996
0.044,1.15199995,-0.00064,-0.000639997
0.028000001,1.136000037,-0.00072,-0.00348
0.01,1.049000025,-0.0004,-0.003280001
0,0.967000008,-0.00056,-0.001200001
-0.014,0.936999977,-0.00048,-0.000319998
-0.026000001,0.92900002,0.0002,0.000439999
-0.021,0.939999998,3.20E-04,0.000320001
-0.013,0.948000014,8.00E-05,8.00E-05
-0.011,0.949999988,0.00048,0.00052
0.001,0.963,-4.00E-05,0.000599999
0,0.977999985,0.00068,-0.00052
0.017000001,0.964999974,4.80E-04,-1.40E-03
0.028999999,0.930000007,-8.00E-05,0.001399999
0.027000001,0.964999974,0.00032,0.002120001
0.035,1.018000007,4.00E-04,2.16E-03
0.045000002,1.072000027,2.40E-04,0.001479998
0.050999999,1.108999968,-0.00016,0.001160002
0.046999998,1.138000011,-0.0006,-0.000360003
0.032000002,1.128999949,-0.00036,-0.00276
0.023,1.059999943,-2.80E-04,-0.002919998
0.016000001,0.986999989,-0.00092,-0.00184
-0.007,0.940999985,-0.00044,-0.00016
-0.017999999,0.936999977,0.0002,0.000480001
-0.013,0.949000001,2.40E-04,0.0002
-0.007,0.953999996,0.00032,3.60E-04
0.001,0.963,0,0
0.001,0.963,-0.00012,0.000599999
-0.002,0.977999985,0.00028,-0.0002
0.005,0.97299999,0.00036,-0.001359999
0.014,0.93900001,1.20E-04,0.00112
0.017000001,0.967000008,0.0002,0.00204
0.022,1.018000007,0.0004,0.002199998
0.032000002,1.072999954,8.00E-05,0.00164
0.034000002,1.113999963,4.00E-05,0.00132
0.035,1.146999955,-0.00052,-0.000319996
0.022,1.139000058,-0.00052,-0.002720003
0.009,1.07099998,-0.00044,-0.00336
-0.002,0.986999989,-0.00084,-0.001919999
-0.023,0.93900001,-0.00028,-0.0004
-0.029999999,0.92900002,4.00E-05,0.00016
-0.028999999,0.933000028,7.60E-04,0.00076
-0.01,0.952000022,0.00048,0.000519998
0.002,0.964999974,-4.00E-05,0
0.001,0.964999974,-0.00016,0.000440001
-0.003,0.976000011,-0.00032,0.000880001
-0.011,0.998000026,0.00048,-0.0022
