Theta,Gamma,Current0,Current1,Seq,sp_theta,sp_gamma
0.097999997,0.980000019,6.104000092,-11.96800041,10.7259407,0,1.962976813
0.136999995,1.02699995,7.662000179,-15.07199955,10.7653743,0,2.036563396
0.165999994,1.075999975,7.736999989,-16.10300064,10.80480791,0,1.892789125
0.178000003,1.088000059,5.422999859,-14.59799957,10.84424152,0,1.633031368
0.184,1.070000052,2.505000114,-11.78800011,10.88367512,0,1.382865429
0.180000007,1.008999944,0.317000002,-9.637000084,10.92310873,0,1.246362925
0.152999997,0.930999994,0.866999984,-7.848999977,10.96254233,0,1.125751376
0.112999998,0.887000024,0.660000026,-5.765999794,11.00197594,0,1.02633059
0.074000001,0.878000021,-0.460000008,-3.239000082,11.04140954,0,0.956063032
0.033,0.908999979,-0.268000007,-0.949999988,11.08084315,0,0.921224594
-0.004,0.941999972,-0.465000004,0.796999991,11.12027675,0,0.926217079
-0.027000001,0.964999974,0.405000001,1.424999952,11.15971036,0,0.97045213
-0.041999999,0.986999989,1.404000044,1.333999991,11.19914396,0,1.048531294
-0.043000001,0.986999989,1.605999947,0.150999993,11.23857757,0,1.153975368
-0.028000001,0.970000029,3.713000059,-2.075999975,11.27801118,0,1.278935432
0.004,0.944000006,3.693000078,-4.540999889,11.31744478,0,1.426647067
0.046999998,0.944000006,4.491000175,-7.44299984,11.35687839,0,1.701356649
0.092,0.978999972,6.102000237,-11.60999966,11.39631199,0,1.94453311
0.133000001,1.027999997,7.638000011,-14.68700027,11.4357456,0,2.039678335
0.163000003,1.075999975,7.475999832,-15.85400009,11.4751792,0,1.914649248
0.175999999,1.092000008,5.663000107,-14.85000038,11.51461281,0,1.661911011
0.182999998,1.077000022,2.779999971,-12.14000034,11.55404641,0,1.397144794
0.180999994,1.01699996,1.070000052,-9.593000412,11.59348002,0,1.25996232
0.156000003,0.93599999,0.75,-7.96600008,11.63291363,0,1.137001157
0.115999997,0.893999994,0.841000021,-5.711999893,11.67234723,0,1.035464764
0.074000001,0.878000021,0.108999997,-3.22300005,11.71178084,0,0.961855769
0.034000002,0.910000026,0.275999993,-0.989000022,11.75121444,0,0.923026562
-0.002,0.940999985,-0.148000002,0.680999994,11.79064805,0,0.92381686
-0.025,0.963999987,-0.270999998,1.440000057,11.83008165,0,0.964133561
-0.035999998,0.98299998,0.722000003,1.230999947,11.86951526,0,1.038978815
-0.041999999,0.989000022,2.088000059,0.342000008,11.90894886,0,1.141941547
-0.027000001,0.972000003,2.74000001,-1.848999977,11.94838247,0,1.265117526
0.003,0.943000019,3.572000027,-4.518000126,11.98781607,0,1.40336144
0.046,0.939999998,4.024000168,-6.972000122,12.02724968,0,1.672730684
0.090999998,0.97299999,6.013999939,-11.24699974,12.06668329,0,1.923736691
0.131999999,1.01699996,7.722000122,-14.54100037,12.10611689,0,2.040172577
0.163000003,1.065999985,7.750999928,-15.91899967,12.1455505,0,1.936068535
0.179000005,1.088999987,6.329999924,-14.9119997,12.1849841,0,1.690622091
0.185000002,1.077999949,2.907000065,-12.44699955,12.22441771,0,1.415002227
0.182999998,1.023000002,-0.055,-9.732000351,12.26385131,0,1.273721814
0.162,0.940999985,0.199000001,-8.354000092,12.30328492,0,1.148942471
0.123000003,0.893999994,-0.122000001,-6.020999908,12.34271852,0,1.04490459
0.079000004,0.875,0.273999989,-3.967000008,12.38215213,0,0.96777761
0.039000001,0.902999997,-0.648999989,-1.279000044,12.42158574,0,0.925263703
0.002,0.93900001,-0.101000004,0.550999999,12.46101934,0,0.921921134
-0.02,0.961000025,0.246999994,1.100000024,12.50045295,0,0.958195686
-0.030999999,0.978999972,0.356000006,1.136000037,12.53988655,0,1.030092955
-0.039999999,0.991999984,1.254999995,0.363999993,12.57932016,0,1.130132198
-0.028000001,0.97299999,3.444000006,-1.753000021,12.61875376,0,1.252000451
0.089000002,0.972000003,5.769000053,-10.75599957,12.65818737,0,1.901492834
0.128999993,1.014999986,7.449999809,-14.26799965,12.69762097,0,2.038175821
0.160999998,1.06400001,7.035999775,-16.11700058,12.73705458,0,1.955940485
0.179000005,1.088999987,6.618999958,-15.14900017,12.77648819,0,1.717947125
0.185000002,1.08099997,3.073999882,-12.71399975,12.81592179,0,1.44308126
0.184,1.029999971,0.349999994,-10.01900005,12.8553554,0,1.287075639
0.165999994,0.944999993,0.416000009,-8.529999733,12.894789,0,1.161103725
0.127000004,0.894999981,0.93900001,-6.282000065,12.93422261,0,1.054246187
0.083999999,0.875999987,0.028000001,-4.027999878,12.97365621,0,0.974315166
0.046,0.898000002,-0.056000002,-1.59800005,13.01308982,0,0.927818239
0.008,0.933000028,-0.310000002,0.206,13.05252342,0,0.920374572
-0.016000001,0.961000025,-0.158000007,0.976000011,13.09195703,0,0.952860594
-0.027000001,0.975000024,0.862999976,0.908999979,13.13139063,0,1.021141052
-0.037,0.991999984,1.409000039,0.497000009,13.17082424,0,1.119013309
-0.028999999,0.973999977,2.234999895,-1.577999949,13.21025785,0,1.238497615
0,0.943000019,4.214000225,-4.076000214,13.24969145,0,1.373636127
0.039000001,0.939999998,4.380000114,-6.623000145,13.28912506,0,1.61611855
0.085000001,0.971000016,5.315000057,-10.47700024,13.32855866,0,1.877969384
0.126000002,1.014000058,7.217000008,-14.17800045,13.36799227,0,2.033546925
0.158000007,1.06099999,7.735000134,-15.6960001,13.40742587,0,1.97409296
0.177000001,1.090000033,6.480000019,-15.60400009,13.44685948,0,1.74607265
0.182999998,1.083999991,3.50999999,-12.87899971,13.48629308,0,1.471435547
0.185000002,1.037999988,1.574000001,-10.34300041,13.52572669,0,1.301130533
0.169,0.949999988,1.029000044,-8.937000275,13.5651603,0,1.17347753
0.131999999,0.896000028,-0.476000011,-6.572000027,13.6045939,0,1.064260125
0.089000002,0.875999987,0.041999999,-4.105000019,13.64402751,0,0.981221437
0.052999999,0.89200002,0.142000005,-1.789000034,13.68346111,0,0.930899024
0.015,0.92900002,-0.748000026,-0.028000001,13.72289472,0,0.919267476
-0.015,0.958999991,-0.196999997,1.059999943,13.76232832,0,0.947690129
-0.024,0.972000003,0.141000003,0.995000005,13.80176193,0,1.012508154
-0.034000002,0.989000022,1.491999984,0.595000029,13.84119553,0,1.107665658
-0.029999999,0.973999977,2.296999931,-1.330000043,13.88062914,0,1.225165486
-0.002,0.944000006,3.127000093,-3.836999893,13.92006274,0,1.359521031
0.035,0.941999972,4.208000183,-6.548999786,13.95949635,0,1.587126017
0.081,0.968999982,5.600999832,-9.890000343,13.99892996,0,1.854333639
0.123000003,1.011999965,6.737999916,-13.43900013,14.03836356,0,2.026374578
