Theta,Gamma,Current0,Current1,Seq,sp_theta,sp_gamma
0.156000003,1.057999969,7.353000164,-15.77900028,14.07779717,0,1.989744067
0.177000001,1.090999961,6.964000225,-15.73200035,14.11723077,0,1.773751616
0.184,1.085000038,3.779999971,-13.49300003,14.15666438,0,1.498872519
0.185000002,1.044999957,1.055999994,-10.70899963,14.19609798,0,1.315326691
0.171000004,0.958000004,1.054999948,-8.88599968,14.23553159,0,1.185549378
0.135000005,0.898000002,0.449999988,-6.860000134,14.27496519,0,1.074554443
0.093999997,0.880999982,0.185000002,-4.468999863,14.3143988,0,0.988190949
0.057999998,0.890999973,-0.037999999,-2.230000019,14.35383241,0,0.934403837
0.018999999,0.926999986,-0.697000027,-0.101000004,14.39326601,0,0.918619096
-0.012,0.958999991,-0.372000009,0.80400002,14.43269962,0,0.942921162
-0.02,0.967999995,-0.025,1,14.47213322,0,1.004528284
-0.030999999,0.985000014,0.967000008,0.740999997,14.51156683,0,1.096565485
-0.030999999,0.976999998,2.661000013,-1.177000046,14.55100043,0,1.212533116
-0.004,0.94599998,2.996000052,-3.542000055,14.59043404,0,1.344931841
0.032000002,0.941999972,4.210999966,-6.369999886,14.62986764,0,1.559307456
0.079000004,0.963999987,4.684000015,-9.730999947,14.66930125,0,1.828764558
0.122000001,1.008999944,7.625,-13.2329998,14.70873486,0,2.017177582
0.155000001,1.05400002,8.048999786,-15.85400009,14.74816846,0,2.004039764
0.179000005,1.090000033,6.670000076,-15.89000034,14.78760207,0,1.799798369
0.186000004,1.085000038,4.039999962,-13.6619997,14.82703567,0,1.527633548
0.187999994,1.050999999,1.457999945,-11.02299976,14.86646928,0,1.32908237
0.177000001,0.970000029,1.008999944,-9.145999908,14.90590288,0,1.198318601
0.141000003,0.902999997,0.167999998,-7.188000202,14.94533649,0,1.085121036
0.103,0.888000011,-0.214000002,-4.907999992,14.98477009,0,0.99579668
0.064999998,0.888999999,-0.476999998,-2.421999931,15.0242037,0,0.938327968
0.025,0.922999978,-0.735000014,0.006,15.0636373,0,0.918376863
-0.01,0.95599997,-0.657999992,0.873000026,15.10307091,0,0.938560069
-0.017999999,0.966000021,-0.203999996,0.871999979,15.14250452,0,0.996545196
-0.028999999,0.981999993,1.003000021,0.644999981,15.18193812,0,1.085720539
-0.032000002,0.981000006,2.217000008,-0.925999999,15.22137173,0,1.199554801
-0.007,0.949000001,2.983999968,-3.391000032,15.26080533,0,1.330464482
0.028999999,0.940999985,4.022999763,-5.915999889,15.30023894,0,1.530402422
0.075999998,0.961000025,4.390999794,-9.343000412,15.33967254,0,1.802370548
0.119999997,1.006000042,7.166999817,-12.93500042,15.37910615,0,2.005298853
0.153999999,1.052000046,7.947999954,-15.48400021,15.41853975,0,2.016137123
0.179000005,1.090000033,6.869999886,-16.25300026,15.45797336,0,1.826264262
0.185000002,1.085999966,4.427000046,-13.97900009,15.49740697,0,1.55652833
0.189999998,1.059000015,1.735000014,-11.23099995,15.53684057,0,1.343537331
0.181999996,0.984000027,0.746999979,-9.31099987,15.57627418,0,1.211279154
0.147,0.912999988,0.469999999,-7.540999889,15.61570778,0,1.095513225
0.107000001,0.890999973,0.174999997,-4.93599987,15.65514139,0,1.003747225
0.068000004,0.889999986,-0.282000005,-2.657999992,15.69457499,0,0.942484677
0.028000001,0.921000004,-0.846000016,-0.563000023,15.7340086,0,0.918576658
-0.008,0.954999983,-0.50999999,1.101999998,15.7734422,0,0.934762418
-0.017999999,0.964999974,-0.115999997,1.077999949,15.81287581,0,0.988906026
-0.028000001,0.981000006,0.751999974,0.653999984,15.85230941,0,1.075557232
-0.034000002,0.985000014,2.480000019,-0.606000006,15.89174302,0,1.186766863
-0.011,0.954999983,2.948999882,-3.217000008,15.93117663,0,1.316696882
0.024,0.941999972,3.834000111,-5.679999828,15.97061023,0,1.501626372
0.071000002,0.953000009,5.106999874,-9.008000374,16.01004384,0,1.776381254
0.118000001,1.001000047,6.073999882,-12.71000004,16.04947744,0,1.991207957
0.153999999,1.047000051,7.782000065,-15.54300022,16.08891105,0,2.025555134
0.179000005,1.088000059,6.951000214,-16.14299965,16.12834465,0,1.851918578
0.187000006,1.085000038,4.697999954,-14.41300011,16.16777826,0,1.58434248
0.193000004,1.062999964,1.917000055,-11.63799953,16.20721186,0,1.358115315
0.185000002,0.991999984,0.504999995,-9.616999626,16.24664547,0,1.223894715
0.153999999,0.921999991,0.232999995,-7.538000107,16.28607908,0,1.106589198
0.112000003,0.896000028,-0.368000001,-5.34100008,16.32551268,0,1.011696219
0.072999999,0.894999981,-0.250999987,-2.983999968,16.36494629,0,0.947214782
0.033,0.917999983,-0.653999984,-0.888999999,16.40437989,0,0.919184327
-0.006,0.952000022,0.202999994,0.971000016,16.4438135,0,0.931217134
-0.018999999,0.963999987,-0.208000004,0.935000002,16.4832471,0,0.981903672
-0.028000001,0.980000019,0.824999988,0.691999972,16.52268071,0,1.065236449
-0.035999998,0.989000022,2.427999973,-0.289999992,16.56211431,0,1.174176574
-0.015,0.959999979,2.917999983,-2.849999905,16.60154792,0,1.302487493
0.02,0.939999998,4.073999882,-5.423999786,16.64098153,0,1.473030567
0.067000002,0.948000014,5.163000107,-8.465000153,16.68041513,0,1.748750925
0.114,0.995999992,5.698999882,-12.79599953,16.71984874,0,1.975055218
0.152999997,1.042000055,7.423999786,-15.6260004,16.75928234,0,2.032967567
0.179000005,1.085000038,7.284999847,-16.26199913,16.79871595,0,1.876617551
0.187000006,1.085999966,4.875999928,-14.50599957,16.83814955,0,1.613336205
0.193000004,1.065999985,2.240999937,-11.8039999,16.87758316,0,1.372809768
0.187999994,1.003000021,0.731000006,-9.678999901,16.91701676,0,1.237210155
0.155000001,0.930000007,-0.003,-7.678999901,16.95645037,0,1.117913365
0.116999999,0.902999997,-0.684000015,-5.399000168,16.99588397,0,1.020298123
0.078000002,0.90200001,-0.449000001,-3.309000015,17.03531758,0,0.952346921
0.037,0.916999996,-0.944000006,-0.981999993,17.07475119,0,0.920249283
-0.003,0.949999988,-0.463999987,0.98299998,17.11418479,0,0.928095341
-0.016000001,0.963,-0.275000006,0.862999976,17.1536184,0,0.974962294
-0.025,0.976999998,0.876999974,0.670000017,17.193052,0,1.055195332
-0.033,0.990999997,1.942999959,-0.184,17.23248561,0,1.162282467
-0.016000001,0.964999974,2.752000093,-2.486000061,17.27191921,0,1.288418651
0.016000001,0.938000023,3.97300005,-5.118999958,17.31135282,0,1.445792198
0.064000003,0.944999993,5.05700016,-7.880000114,17.35078642,0,1.720663667
0.112000003,0.992999971,5.56099987,-11.88700008,17.39022003,0,1.957760453
0.150000006,1.041000009,6.68900013,-15.07800007,17.42965364,0,2.037843466
0.174999997,1.082000017,7.039000034,-16.1989994,17.46908724,0,1.899287462
0.185000002,1.087000012,5.491000175,-14.65799999,17.50852085,0,1.642286301
0.191,1.070000052,2.631999969,-12.15299988,17.54795445,0,1.387020469
0.188999996,1.008999944,-0.116999999,-9.81400013,17.58738806,0,1.250696898
0.158999994,0.93599999,-0.363999993,-7.815000057,17.62682166,0,1.129010439
0.120999999,0.902999997,0.289999992,-5.531000137,17.66625527,0,1.029219747
0.082000002,0.90200001,-0.79400003,-3.325000048,17.70568887,0,0.957646012
0.041000001,0.912999988,-0.231999993,-1.078999996,17.74512248,0,0.921753585
0,0.944999993,-0.629000008,0.680999994,17.78455608,0,0.925501347
-0.016000001,0.962000012,-0.298000008,1.06099999,17.82398969,0,0.968389153
-0.023,0.975000024,0.221000001,0.654999971,17.8634233,0,1.045826674
-0.029999999,0.990999997,1.493999958,0.006,17.9028569,0,1.150100589
-0.017000001,0.967000008,2.938999891,-2.301000118,17.94229051,0,1.275050998
0.013,0.936999977,3.506999969,-5.098999977,17.98172411,0,1.417684793
0.059,0.939999998,4.415999889,-7.736999989,18.02115772,0,1.693366528
0.108000003,0.99000001,6.327000141,-11.44299984,18.06059132,0,1.938046217
0.145999998,1.039000034,6.721000195,-14.99699974,18.10002493,0,2.040081739
0.172000006,1.08099997,7.123000145,-16.30200005,18.13945853,0,1.921661377
0.184,1.090000033,5.901000023,-15.03800011,18.17889214,0,1.671121001
0.189999998,1.075000048,2.950000048,-12.53100014,18.21832575,0,1.401925206
0.188999996,1.016000032,-0.123000003,-9.923999786,18.25775935,0,1.264348149
0.162,0.940999985,0.02,-8.31799984,18.29719296,0,1.140797973
0.123000003,0.902999997,0.442000002,-5.734000206,18.33662656,0,1.038452744
0.082999997,0.90200001,-0.538999975,-3.631000042,18.37606017,0,0.963546693
0.043000001,0.911000013,-0.192000002,-1.228999972,18.41549377,0,0.923695266
0.004,0.940999985,-0.319999993,0.611999989,18.45492738,0,0.923222482
-0.015,0.959999979,0.008,0.776000023,18.49436098,0,0.962191641
-0.017999999,0.967999995,0.711000025,0.637000024,18.53379459,0,1.036358118
-0.026000001,0.987999976,1.149000049,0.079999998,18.5732282,0,1.138137817
-0.017000001,0.967000008,2.464999914,-2.071000099,18.6126618,0,1.261276364
0.011,0.936999977,4.249000072,-4.768000126,18.65209541,0,1.398577809
0.054000001,0.938000023,4.205999851,-7.316999912,18.69152901,0,1.664675951
0.101000004,0.984000027,5.493000031,-11.02400017,18.73096262,0,1.916768074
0.141000003,1.031000018,7.109000206,-14.47999954,18.77039622,0,2.039839745
0.167999998,1.077000022,7.524000168,-16.11300087,18.80982983,0,1.942604184
0.181999996,1.090000033,6.347000122,-15.12300015,18.84926343,0,1.698619485
0.187999994,1.078999996,3.051000118,-12.57299995,18.88869704,0,1.423954964
0.187000006,1.021999955,1.011000037,-10.02600002,18.92813064,0,1.277602315
0.165999994,0.944000006,0.291000009,-8.31400013,18.96756425,0,1.152810454
0.128000006,0.903999984,-0.542999983,-5.96600008,19.00699786,0,1.047601223
0.089000002,0.903999984,-0.245000005,-3.503999949,19.04643146,0,0.969829023
0.048999999,0.912999988,-0.223000005,-1.613000035,19.08586507,0,0.925967813
0.012,0.93599999,-0.465000004,0.246999994,19.12529867,0,0.921378553
-0.012,0.961000025,-0.495000005,0.703000009,19.16473228,0,0.956602454
-0.014,0.963,0.082000002,0.340000004,19.20416588,0,1.027194142
-0.023,0.981000006,1.177999973,0.137999997,19.24359949,0,1.126866698
-0.017000001,0.967000008,1.868999958,-1.847000003,19.28303309,0,1.247661352
0.009,0.938000023,4.118000031,-4.418000221,19.3224667,0,1.384289145
0.050000001,0.936999977,3.812999964,-7.339000225,19.36190031,0,1.635808945
0.094999999,0.980000019,5.171999931,-10.44200039,19.40133391,0,1.895027995
0.133000001,1.02699995,7.157999992,-14.31200027,19.44076752,0,2.036975384
0.163000003,1.072999954,7.631000042,-15.98700047,19.48020112,0,1.961203814
0.177000001,1.090000033,6.447999954,-15.4090004,19.51963473,0,1.726989388
0.186000004,1.08099997,3.196000099,-12.68599987,19.55906833,0,1.450994611
0.186000004,1.024999976,0.931999981,-10.21199989,19.59850194,0,1.291557431
0.167999998,0.948000014,-0.519999981,-8.484000206,19.63793554,0,1.164547205
0.129999995,0.903999984,0.26699999,-6.181000233,19.67736915,0,1.057419777
0.093999997,0.903999984,-0.721000016,-3.770999908,19.71680275,0,0.976212084
0.055,0.916000009,-0.442999989,-1.876000047,19.75623636,0,0.928757548
0.018999999,0.930999994,-0.501999974,-0.089000002,19.79566997,0,0.920020223
-0.009,0.958999991,-0.041999999,0.876999974,19.83510357,0,0.951162696
-0.013,0.963,0.247999996,0.48300001,19.87453718,0,1.018343329
-0.021,0.977999985,0.76700002,0.052999999,19.91397078,0,1.115355492
-0.017999999,0.967999995,2.338000059,-1.549000025,19.95340439,0,1.234212399
0.006,0.939999998,3.296000004,-4.245999813,19.99283799,0,1.369508386
0.043000001,0.938000023,3.948999882,-6.916999817,20.0322716,0,1.606842995
0.086999997,0.980000019,5.315000057,-10.27000046,20.0717052,0,1.871175766
0.126000002,1.024999976,6.953000069,-14.15200043,20.11113881,0,2.031524897
0.156000003,1.067999959,7.242000103,-15.74100018,20.15057242,0,1.978844285
0.172999993,1.088999987,6.869999886,-15.68200016,20.19000602,0,1.754983664
0.180999994,1.083999991,3.778000116,-13.02099991,20.22943963,0,1.47941792
0.184,1.031999946,1.417999983,-10.49400043,20.26887323,0,1.30565834
0.166999996,0.953999996,0.293000013,-8.696000099,20.30830684,0,1.176979184
0.129999995,0.907000005,0.163000003,-6.427999973,20.34774044,0,1.067524195
0.094999999,0.903999984,-0.509000003,-4.139999866,20.38717405,0,0.98322016
0.059,0.915000021,-0.63499999,-1.922000051,20.42660765,0,0.93197459
0.025,0.925999999,-0.333000004,-0.169,20.46604126,0,0.919036269
-0.006,0.95599997,-0.416999996,0.839999974,20.50547487,0,0.946120083
-0.012,0.962000012,0.052000001,0.388999999,20.54490847,0,1.010149121
-0.017999999,0.973999977,1.069000006,0.064999998,20.58434208,0,1.104086399
-0.016000001,0.968999982,2.773999929,-1.730000019,20.62377568,0,1.221463919
0.005,0.940999985,3.385999918,-3.941999912,20.66320929,0,1.354839563
0.039000001,0.93900001,4.017000198,-6.356999874,20.70264289,0,1.579008341
0.082000002,0.977999985,5.267000198,-9.798000336,20.7420765,0,1.846249819
0.119999997,1.023000002,6.698999882,-13.43299961,20.7815101,0,2.023921967
0.150999993,1.065000057,8.059000015,-15.8210001,20.82094371,0,1.994548917
0.169,1.088000059,6.96600008,-15.56299973,20.86037731,0,1.781406522
0.178000003,1.082999945,4.340000153,-13.28100014,20.89981092,0,1.50805831
0.181999996,1.036000013,2.230000019,-10.84899998,20.93924453,0,1.319326162
0.169,0.961000025,0.985000014,-8.887999535,20.97867813,0,1.189614415
0.133000001,0.911000013,0.326999992,-6.585000038,21.01811174,0,1.077486038
0.098999999,0.904999971,-0.448000014,-4.149000168,21.05754534,0,0.990586758
0.067000002,0.913999975,-0.930999994,-2.265000105,21.09697895,0,0.935460567
0.029999999,0.924000025,-0.449999988,-0.540000021,21.13641255,0,0.91849339
-0.003,0.953000009,0.118000001,0.926999986,21.17584616,0,0.941658735
-0.011,0.961000025,0.354000002,0.583000004,21.21527976,0,1.001936674
-0.014,0.968999982,0.58099997,-0.033,21.25471337,0,1.093502879
-0.015,0.967000008,2.109999895,-1.799999952,21.29414698,0,1.208359718
0.007,0.939999998,3.476999998,-3.826999903,21.33358058,0,1.340868235
0.037999999,0.936999977,3.914999962,-6.538000107,21.37301419,0,1.550047159
0.078000002,0.973999977,5.06400013,-9.244000435,21.41244779,0,1.821451545
0.116999999,1.018000007,6.624000072,-13.06599998,21.4518814,0,2.01362586
0.145999998,1.057999969,7.09100008,-15.44900036,21.491315,0,2.008157253
0.164000005,1.085999966,7.368999958,-15.89000034,21.53074861,0,1.808347344
0.172000006,1.08099997,4.664000034,-13.49800015,21.57018221,0,1.536867857
0.177000001,1.036999941,1.692999959,-11.0170002,21.60961582,0,1.3336941
0.167999998,0.967000008,0.787999988,-8.94299984,21.64904942,0,1.202445388
0.136000007,0.916000009,0.158000007,-6.867000103,21.68848303,0,1.088127136
0.101999998,0.907999992,-0.79400003,-4.460000038,21.72791664,0,0.998303831
0.071999997,0.913999975,-0.560000002,-2.438999891,21.76735024,0,0.939501286
0.035,0.922999978,-0.460000008,-0.694999993,21.80678385,0,0.918392658
0.001,0.949999988,-0.577000022,0.68900001,21.84621745,0,0.937412798
-0.009,0.961000025,0.226999998,0.52700001,21.88565106,0,0.994062841
-0.012,0.966000021,0.757000029,0.177000001,21.92508466,0,1.082730889
-0.017000001,0.971000016,2.072000027,-1.460000038,21.96451827,0,1.195441484
0.004,0.941999972,2.98300004,-3.638000011,22.00395187,0,1.32643652
0.034000002,0.93900001,3.806999922,-5.636000156,22.04338548,0,1.52117753
0.074000001,0.97299999,4.217999935,-8.704999924,22.08281909,0,1.794851065
0.114,1.016000032,6.535999775,-13.1079998,22.12225269,0,2.001023531
0.143999994,1.052999973,7.395999908,-15.375,22.1616863,0,2.019111395
0.165000007,1.085000038,7.380000114,-15.88500023,22.2011199,0,1.834568739
0.173999995,1.083999991,5.083000183,-13.99400043,22.24055351,0,1.564635634
0.179000005,1.04400003,2.094000101,-11.15499973,22.27998711,0,1.348189235
0.171000004,0.972000003,0.850000024,-9.227999687,22.31942072,0,1.214941382
0.141000003,0.917999983,0.495999992,-7.198999882,22.35885432,0,1.099029899
0.108999997,0.908999979,-0.954999983,-4.837999821,22.39828793,0,1.006034017
0.078000002,0.916999996,-0.813000023,-2.588000059,22.43772154,0,0.94395411
0.039000001,0.930000007,-0.57099998,-0.746999979,22.47715514,0,0.918711901
0.003,0.947000027,-0.282999992,0.58099997,22.51658875,0,0.933582127
-0.009,0.959999979,0.097000003,0.526000023,22.55602235,0,0.986829698
-0.011,0.963999987,0.806999981,0.170000002,22.59545596,0,1.072224617
-0.017999999,0.976000011,2.068000078,-1.315000057,22.63488956,0,1.183221221
0.002,0.944000006,2.562999964,-3.467000008,22.67432317,0,1.312134862
0.032000002,0.938000023,3.739000082,-5.551000118,22.71375677,0,1.493599415
0.072999999,0.967999995,4.058000088,-8.270999908,22.75319038,0,1.767596006
0.112000003,1.011999965,6.715000153,-12.60200024,22.79262398,0,1.986886144
0.144999996,1.049999952,7.118999958,-15.13000011,22.83205759,0,2.028198242
0.166999996,1.085000038,7.275000095,-15.8920002,22.8714912,0,1.858937025
0.178000003,1.085999966,5.263999939,-14.11699963,22.9109248,0,1.593621135
0.182999998,1.052000046,2.282999992,-11.58100033,22.95035841,0,1.36221838
0.177000001,0.980000019,1.093000054,-9.496999741,22.98979201,0,1.228136659
0.147,0.922999978,0.661000013,-7.479000092,23.02922562,0,1.10973525
0.114,0.910000026,-0.405000001,-4.854000092,23.06865922,0,1.014413595
0.082999997,0.917999983,-0.501999974,-2.894999981,23.10809283,0,0.948813617
0.046999998,0.936999977,-0.699999988,-0.899999976,23.14752643,0,0.919477224
0.003,0.947000027,-0.335000008,0.515999973,23.18696004,0,0.930171788
-0.008,0.958999991,0.148000002,0.708999991,23.22639365,0,0.979642928
-0.01,0.963,0.588999987,0.177000001,23.26582725,0,1.061992407
-0.02,0.980000019,1.557999969,-0.731000006,23.30526086,0,1.170687795
0,0.94599998,2.392999887,-3.201999903,23.34469446,0,1.297969818
0.029999999,0.936999977,3.558000088,-5.638000011,23.38412807,0,1.465062499
0.068999998,0.958999991,3.888000011,-8.479999542,23.42356167,0,1.739807606
0.108999997,1.004999995,5.627999783,-11.94400024,23.46299528,0,1.970185161
0.143999994,1.046000004,7.881000042,-14.96000004,23.50242888,0,2.034807444
0.166999996,1.083999991,7.335999966,-15.96700001,23.54186249,0,1.883341312
0.178000003,1.085999966,5.453999996,-14.53100014,23.58129609,0,1.622608423
0.185000002,1.059000015,2.924999952,-12.03800011,23.6207297,0,1.376944304
0.180999994,0.99000001,0.994000018,-9.630999565,23.66016331,0,1.241507649
0.088,0.916999996,-1.263000011,-3.263999939,23.69959691,0,0.953855157
0.052000001,0.934000015,-0.991999984,-1.25999999,23.73903052,0,0.920682907
0.008,0.940999985,-0.145999998,0.467999995,23.77846412,0,0.92729795
-0.009,0.958999991,-0.526000023,0.644999981,23.81789773,0,0.972818553
-0.009,0.961000025,0.722000003,0.184,23.85733133,0,1.052434921
-0.021,0.978999972,1.120000005,-0.412999988,23.89676494,0,1.158360958
-0.004,0.948000014,2.411000013,-2.818000078,23.93619854,0,1.284505606
0.025,0.935000002,3.424000025,-5.47300005,23.97563215,0,1.436766148
0.066,0.949000001,4.645999908,-8.027000427,24.01506576,0,1.712731719
0.109999999,0.996999979,5.774000168,-11.9460001,24.05449936,0,1.951632619
0.144999996,1.039999962,7.652999878,-14.86600018,24.09393297,0,2.038745403
0.169,1.080000043,7.446000099,-16.15800095,24.13336657,0,1.906592369
0.182999998,1.083999991,5.834000111,-14.80000019,24.17280018,0,1.650374889
0.189999998,1.065999985,2.872999907,-12.49400043,24.21223378,0,1.391778946
0.187000006,1.003999949,-0.013,-9.852999687,24.25166739,0,1.254503012
0.158000007,0.93900001,0.023,-7.936999798,24.29110099,0,1.132757545
0.123999998,0.911000013,-0.333999991,-5.480999947,24.3305346,0,1.031774044
0.090999998,0.916000009,-0.843999982,-3.424000025,24.36996821,0,0.959492326
0.056000002,0.930999994,-1.225999951,-1.361999989,24.40940181,0,0.922253191
0.01,0.938000023,-0.598999977,0.206,24.44883542,0,0.924724996
-0.009,0.958000004,-0.524999976,0.519999981,24.48826902,0,0.966615736
-0.01,0.961000025,0.287,0.159999996,24.52770263,0,1.042764068
-0.021,0.978999972,1.52699995,-0.419,24.56713623,0,1.146728754
-0.007,0.954999983,2.823999882,-2.680999994,24.60656984,0,1.270626187
0.02,0.935000002,3.325999975,-5.400000095,24.64600344,0,1.409869194
0.063000001,0.941999972,3.640000105,-7.605000019,24.68543705,0,1.684209704
0.108000003,0.990999997,5.602000237,-11.44299984,24.72487065,0,1.931399107
0.144999996,1.036000013,7.419000149,-14.69900036,24.76430426,0,2.040290594
0.171000004,1.078999996,7.078000069,-16.4260006,24.80373787,0,1.928526878
0.184,1.087000012,5.697000027,-14.83899975,24.84317147,0,1.679163098
0.192000002,1.072000027,2.944999933,-12.73200035,24.88260508,0,1.406715751
0.193000004,1.013000011,-0.323000014,-9.989999771,24.92203868,0,1.268199205
0.169,0.944999993,0.367000014,-8.248000145,24.96147229,0,1.144617796
0.129999995,0.911000013,0.363000005,-5.868000031,25.00090589,0,1.041092515
0.093999997,0.913999975,-0.785000026,-3.58100009,25.0403395,0,0.965516031
0.059,0.930999994,-0.783999979,-1.493000031,25.0797731,0,0.924316823
0.013,0.938000023,-0.592000008,0.075000003,25.11920671,0,0.922584951
-0.007,0.95599997,-0.300000012,0.58099997,25.15864032,0,0.960524678
-0.01,0.961000025,-0.072999999,0.462000012,25.19807392,0,1.033391953
-0.021,0.976999998,1.465999961,-0.293000013,25.23750753,0,1.134828568
-0.011,0.963,2.51699996,-2.448999882,25.27694113,0,1.256901979
0.016000001,0.936999977,3.821000099,-4.853000164,25.31637474,0,1.394400597
0.061000001,0.93900001,4.051000118,-7.22300005,25.35580834,0,1.655453801
0.108000003,0.987999976,5.379000187,-11.12100029,25.39524195,0,1.910553098
0.145999998,1.032999992,7.117000103,-14.54500008,25.43467555,0,2.039207459
0.172999993,1.075999975,7.127999783,-16.3239994,25.47410916,0,1.948188424
0.187999994,1.085999966,6.038000107,-15.67599964,25.51354276,0,1.707732677
0.194999993,1.075000048,3.207000017,-12.97900009,25.55297637,0,1.431814313
0.195999995,1.018000007,0.896000028,-10.30300045,25.59240998,0,1.282051802
0.172000006,0.94599998,0.432999998,-8.447999954,25.63184358,0,1.156213284
0.134000003,0.911000013,0.082000002,-6.197999954,25.67127719,0,1.050711513
0.098999999,0.915000021,-0.462000012,-3.773999929,25.71071079,0,0.971655428
0.063000001,0.927999973,-1.286999941,-1.699000001,25.7501444,0,0.926813841
0.017999999,0.934000015,-0.143000007,-0.07,25.789578,0,0.920940697
-0.005,0.954999983,0.046999998,0.573000014,25.82901161,0,0.954818904
-0.009,0.959999979,-0.050000001,0.421999991,25.86844521,0,1.024683833
-0.016000001,0.972000003,1.06099999,-0.150999993,25.90787882,0,1.123157263
-0.009,0.963,2.299000025,-2.477999926,25.94731243,0,1.243878722
0.016000001,0.938000023,3.747999907,-4.693999767,25.98674603,0,1.379547715
0.055,0.936999977,3.438999891,-7.31099987,26.02617964,0,1.627705216
0.101000004,0.981999993,5.142000198,-10.69400024,26.06561324,0,1.887521744
0.140000001,1.02699995,6.853000164,-13.77000046,26.10504685,0,2.035707474
0.170000002,1.072999954,7.081999779,-16.21500015,26.14448045,0,1.96704936
0.185000002,1.085999966,6.275000095,-15.65200043,26.18391406,0,1.734869957
0.194000006,1.077999949,3.253999949,-13.07199955,26.22334766,0,1.460063577
0.194999993,1.024000049,0.967000008,-10.64999962,26.26278127,0,1.295491219
0.173999995,0.949999988,0.375,-8.737000465,26.30221487,0,1.168502927
0.138999999,0.910000026,-0.216999993,-6.393000126,26.34164848,0,1.060622454
0.107000001,0.916000009,-0.437999994,-4.202000141,26.38108209,0,0.978415191
0.071999997,0.92900002,-1.233999968,-2.101000071,26.42051569,0,0.929740787
0.033,0.944000006,-0.637000024,-0.294999987,26.4599493,0,0.919657409
-0.001,0.953000009,-0.674000025,0.660000026,26.4993829,0,0.949505568
-0.007,0.958999991,0,0.344000012,26.53881651,0,1.015922427
-0.013,0.967999995,1.177999973,-0.079999998,26.57825011,0,1.111722708
-0.009,0.962000012,2.194999933,-2.270999908,26.61768372,0,1.230477452
0.014,0.938000023,2.967000008,-4.390999794,26.65711732,0,1.364802003
0.050999999,0.938000023,3.27699995,-6.920000076,26.69655093,0,1.598724723
0.094999999,0.978999972,5.119999886,-9.994999886,26.73598454,0,1.863308907
0.133000001,1.021999955,6.784999847,-13.93299961,26.77541814,0,2.029543638
0.165000007,1.069000006,7.688000202,-16.08600044,26.81485175,0,1.984088302
0.182999998,1.087000012,6.762000084,-16.1420002,26.85428535,0,1.762740612
0.191,1.078999996,3.711999893,-13.51200008,26.89371896,0,1.488561511
0.194999993,1.029999971,0.689999998,-10.91899967,26.93315256,0,1.309631824
0.178000003,0.95599997,0.214000002,-9.078000069,26.97258617,0,1.18100059
0.143999994,0.911000013,-0.201000005,-6.782999992,27.01201977,0,1.070403576
0.115000002,0.915000021,-0.739000022,-4.414000034,27.05145338,0,0.98553896
0.081,0.922999978,-0.911000013,-2.427999973,27.09088699,0,0.932951152
0.043000001,0.940999985,-0.75999999,-0.683000028,27.13032059,0,0.91881454
0.001,0.949000001,-0.727999985,0.377000004,27.1697542,0,0.944780231
-0.005,0.958000004,-0.368999988,0.319999993,27.2091878,0,1.007484794
-0.01,0.964999974,1.050999999,-0.210999995,27.24862141,0,1.100975394
-0.009,0.966000021,2.400000095,-2.072000027,27.28805501,0,1.217250824
0.011,0.93900001,3.562000036,-4.15199995,27.32748862,0,1.350753188
0.045000002,0.938000023,3.766000032,-6.511000156,27.36692222,0,1.569734216
0.086999997,0.976999998,4.835000038,-10.01200008,27.40635583,0,1.83909905
0.127000004,1.019999981,6.803999901,-13.69099998,27.44578943,0,2.020885706
0.160999998,1.067000031,7.304999828,-15.81200027,27.48522304,0,1.998577237
0.179000005,1.088000059,7.020999908,-15.70699978,27.52465665,0,1.790097952
0.187999994,1.080000043,4.197999954,-13.68099976,27.56409025,0,1.516110063
0.194000006,1.034999967,1.200000048,-11.08199978,27.60352386,0,1.32390976
0.181999996,0.963,0.601000011,-8.993000031,27.64295746,0,1.193187594
0.150000006,0.91900003,0.004,-6.919000149,27.68239107,0,1.080862284
0.119999997,0.913999975,-1.161999941,-4.499000072,27.72182467,0,0.992712677
0.086999997,0.917999983,-1.567000031,-2.757999897,27.76125828,0,0.936708331
0.050000001,0.93900001,-1.383000016,-0.791999996,27.80069188,0,0.918420732
0.004,0.947000027,-0.837000012,0.412,27.84012549,0,0.940255165
-0.003,0.957000017,-0.368000001,0.432000011,27.8795591,0,0.999697626
-0.009,0.963999987,0.972000003,-0.275999993,27.9189927,0,1.090027452
-0.01,0.964999974,1.809000015,-1.932999969,27.95842631,0,1.204205275
0.011,0.939999998,2.96600008,-3.815000057,27.99785991,0,1.336236477
0.043000001,0.93900001,3.552000046,-6.413000107,28.03729352,0,1.54079628
0.083999999,0.975000024,4.453000069,-9.390000343,28.07672712,0,1.813018322
0.125,1.01699996,6.295000076,-13.27999973,28.11616073,0,2.009837627
0.159999996,1.062000036,7.290999889,-15.49400043,28.15559433,0,2.011571169
0.180000007,1.088000059,6.859000206,-16.18600082,28.19502794,0,1.816822886
0.187999994,1.08099997,4.730999947,-13.90499973,28.23446154,0,1.544957876
0.194999993,1.042999983,1.764999986,-11.38700008,28.27389515,0,1.338319063
0.186000004,0.97299999,0.536000013,-9.482999802,28.31332876,0,1.20607233
