,Epoch Training Loss,Epoch Training Min Loss,Epoch Training Max Loss,Epoch Validation Loss,Epoch Validation Min Loss,Epoch Validation Max Loss
0,0.04840492084622383,0.01145267765969038,0.012830987572669983,0.04432469978928566,0.04432469978928566,0.04432469978928566
1,0.04146193712949753,0.009949201717972755,0.010858899913728237,0.03890207037329674,0.03890207037329674,0.03890207037329674
2,0.036924950778484344,0.00900557916611433,0.009522098116576672,0.0355478897690773,0.0355478897690773,0.0355478897690773
3,0.03412800654768944,0.008419175632297993,0.00869570393115282,0.033416710793972015,0.033416710793972015,0.033416710793972015
4,0.03225339949131012,0.00799490325152874,0.00817136187106371,0.03179296851158142,0.03179296851158142,0.03179296851158142
5,0.030702177435159683,0.007611267734318972,0.007772451266646385,0.030248867347836494,0.030248867347836494,0.030248867347836494
6,0.029158057644963264,0.0072149657644331455,0.007393211591988802,0.028637610375881195,0.028637610375881195,0.028637610375881195
7,0.027545331045985222,0.006804338190704584,0.006997306831181049,0.026987362653017044,0.026987362653017044,0.026987362653017044
8,0.025922881439328194,0.006398187484592199,0.006591693963855505,0.025366876274347305,0.025366876274347305,0.025366876274347305
9,0.02434416301548481,0.006006330717355013,0.006193267181515694,0.02380705624818802,0.02380705624818802,0.02380705624818802
10,0.02282666228711605,0.005629736464470625,0.005809784401208162,0.022305626422166824,0.022305626422166824,0.022305626422166824
11,0.021363170817494392,0.005265539046376944,0.0054408954456448555,0.020850811153650284,0.020850811153650284,0.020850811153650284
12,0.019940856844186783,0.004910146351903677,0.005083695985376835,0.019431758671998978,0.019431758671998978,0.019431758671998978
13,0.018555929884314537,0.004564773291349411,0.004735476337373257,0.01805432327091694,0.01805432327091694,0.01805432327091694
14,0.017216403037309647,0.004232213366776705,0.004397767595946789,0.016729507595300674,0.016729507595300674,0.016729507595300674
15,0.0159330815076828,0.003913546912372112,0.0040730806067585945,0.015463851392269135,0.015463851392269135,0.015463851392269135
16,0.014708392322063446,0.003609610255807638,0.0037630207370966673,0.014255363494157791,0.014255363494157791,0.014255363494157791
17,0.01353614591062069,0.003318390343338251,0.0034669823944568634,0.01310007181018591,0.01310007181018591,0.01310007181018591
18,0.012415804900228977,0.003040904877707362,0.003183885244652629,0.011994524858891964,0.011994524858891964,0.011994524858891964
19,0.011348297819495201,0.002776856068521738,0.0029129015747457743,0.010945290327072144,0.010945290327072144,0.010945290327072144
20,0.010332261212170124,0.002525165444239974,0.002655757125467062,0.009945573285222054,0.009945573285222054,0.009945573285222054
21,0.009367698803544044,0.0022870139218866825,0.0024108283687382936,0.009002551436424255,0.009002551436424255,0.009002551436424255
22,0.008458367548882961,0.0020622827578336,0.0021798969246447086,0.008112727664411068,0.008112727664411068,0.008112727664411068
23,0.007600504904985428,0.0018503246828913689,0.001962211448699236,0.007272844202816486,0.007272844202816486,0.007272844202816486
24,0.006793908309191465,0.0016518179327249527,0.0017568253679201007,0.0064846184104681015,0.0064846184104681015,0.0064846184104681015
25,0.0060389963909983635,0.0014657833380624652,0.0015642049256712198,0.005750269163399935,0.005750269163399935,0.005750269163399935
26,0.005334335379302502,0.0012923290487378836,0.0013849574606865644,0.005066394805908203,0.005066394805908203,0.005066394805908203
27,0.004681509453803301,0.0011319768382236362,0.0012182533973827958,0.004431590437889099,0.004431590437889099,0.004431590437889099
28,0.004078978672623634,0.0009842601139098406,0.001063703210093081,0.0038477322086691856,0.0038477322086691856,0.0038477322086691856
29,0.0035259188152849674,0.0008489326573908329,0.0009217610931955278,0.003316883696243167,0.003316883696243167,0.003316883696243167
30,0.003025319427251816,0.0007266922621056437,0.0007930515566840768,0.002836109371855855,0.002836109371855855,0.002836109371855855
31,0.002573236357420683,0.0006166661623865366,0.0006766271544620395,0.002402573823928833,0.002402573823928833,0.002402573823928833
32,0.002169182524085045,0.0005184371257200837,0.0005719491746276617,0.0020190803334116936,0.0020190803334116936,0.0020190803334116936
33,0.0018133721314370632,0.0004324463661760092,0.0004795623244717717,0.001681998372077942,0.001681998372077942,0.001681998372077942
34,0.0015029961941763759,0.0003574643924366683,0.0003986496012657881,0.0013880745973438025,0.0013880745973438025,0.0013880745973438025
35,0.0012357793748378754,0.0002933849464170635,0.0003284044796600938,0.0011381558142602444,0.0011381558142602444,0.0011381558142602444
36,0.0010087204864248633,0.00023870871518738568,0.00026892140158452094,0.0009274459443986416,0.0009274459443986416,0.0009274459443986416
37,0.000819191918708384,0.00019320010324008763,0.0002191045059589669,0.0007526581757701933,0.0007526581757701933,0.0007526581757701933
38,0.0006637027254328132,0.0001565067796036601,0.0001780270249582827,0.0006089062662795186,0.0006089062662795186,0.0006089062662795186
39,0.0005376464687287807,0.00012635256280191243,0.00014451151946559548,0.0004936291952617466,0.0004936291952617466,0.0004936291952617466
40,0.00043807673500850797,0.00010279000707669184,0.00011794742022175342,0.0004030454147141427,0.0004030454147141427,0.0004030454147141427
41,0.0003605568199418485,8.425648411503062e-05,9.733032493386418e-05,0.00033231914858333766,0.00033231914858333766,0.00033231914858333766
42,0.00030142301693558693,7.026208913885057e-05,8.143753802869469e-05,0.0002782307274173945,0.0002782307274173945,0.0002782307274173945
43,0.0002572175581008196,5.976836837362498e-05,6.952039984753355e-05,0.0002378118078922853,0.0002378118078922853,0.0002378118078922853
44,0.000224974486627616,5.203911860007793e-05,6.082967956899665e-05,0.00020806651446036994,0.00020806651446036994,0.00020806651446036994
45,0.00020165179739706218,4.648313552024774e-05,5.460896500153467e-05,0.00018619590264279395,0.00018619590264279395,0.00018619590264279395
46,0.00018498467397876084,4.23823221353814e-05,5.0131846364820376e-05,0.00017054399359039962,0.00017054399359039962,0.00017054399359039962
47,0.000173667780472897,3.9587448554812e-05,4.7126333811320364e-05,0.00015942328900564462,0.00015942328900564462,0.00015942328900564462
48,0.00016565711121074855,3.756630030693486e-05,4.504974640440196e-05,0.00015145607176236808,0.00015145607176236808,0.00015145607176236808
49,0.00016005337238311768,3.6133216781308874e-05,4.359681406640448e-05,0.00014552644279319793,0.00014552644279319793,0.00014552644279319793
50,0.00015612939023412764,3.5091554309474304e-05,4.260266723576933e-05,0.00014115638623479754,0.00014115638623479754,0.00014115638623479754
51,0.00015311558672692627,3.428048876230605e-05,4.186846854281612e-05,0.00013806563219986856,0.00013806563219986856,0.00013806563219986856
